Datetime,Open,High,Low,Close,Adj Close,Volume,Returns,Volatility,Max_Drawdown,Max_Drawup,Volume_Change
2024-01-04 09:49:00-05:00,2044.800048828125,2044.800048828125,2043.5,2043.699951171875,2043.699951171875,1286,-0.0005868615716464465,0.0002783524010116008,-0.0027812781514025,0.0,1057.0
2024-01-04 09:50:00-05:00,2043.5,2045.199951171875,2043.300048828125,2044.9000244140625,2044.9000244140625,629,0.0005872061803884332,0.000288288883209782,-0.0021957051547339956,0.0005872061803884332,-657.0
2024-01-04 09:51:00-05:00,2044.800048828125,2045.699951171875,2044.5,2045.4000244140625,2045.4000244140625,202,0.00024451073110198784,0.0002904299272548195,-0.0019517312971046863,0.0008318604897028514,-427.0
2024-01-04 09:52:00-05:00,2045.300048828125,2046.4000244140625,2045.300048828125,2046.300048828125,2046.300048828125,252,0.0004400236644761524,0.0002963905556411345,-0.0015125664405858386,0.0012722501924800067,50.0
2024-01-04 09:53:00-05:00,2046.199951171875,2046.5,2045.800048828125,2045.800048828125,2045.800048828125,264,-0.0002443434433216929,0.0002929336329261769,-0.001756540298215148,0.0010275958831655885,12.0
2024-01-04 09:54:00-05:00,2045.699951171875,2046.199951171875,2045.4000244140625,2045.9000244140625,2045.9000244140625,169,4.886869857823051e-05,0.0002891568850898926,-0.001707757439475266,0.0010765147990172697,-95.0
2024-01-04 09:55:00-05:00,2045.9000244140625,2046.300048828125,2045.699951171875,2045.800048828125,2045.800048828125,339,-4.8866310545236935e-05,0.0002882645627716711,-0.001756540298215148,0.0010275958831655885,170.0
2024-01-04 09:56:00-05:00,2045.800048828125,2047.5,2045.699951171875,2046.800048828125,2046.800048828125,311,0.0004888063232635353,0.00029320773575209654,-0.0012685925829564182,0.001516904501794647,-28.0
2024-01-04 09:57:00-05:00,2046.800048828125,2047.699951171875,2046.800048828125,2047.300048828125,2047.300048828125,584,0.00024428375418805715,0.00029467610034596603,-0.0010246187253271088,0.0017615588111090652,273.0
2024-01-04 09:58:00-05:00,2047.199951171875,2047.4000244140625,2046.699951171875,2047.0999755859375,2047.0999755859375,191,-9.772541269759127e-05,0.00029320824945197924,-0.0011222440067368833,0.0016636612493496905,-393.0
2024-01-04 09:59:00-05:00,2047.0,2047.0,2046.0999755859375,2046.5,2046.5,179,-0.0002930856299608875,0.0002953436937423887,-0.0014150007231060746,0.001370088024183591,-12.0
2024-01-04 10:00:00-05:00,2046.5,2047.199951171875,2046.199951171875,2046.5999755859375,2046.5999755859375,595,4.885198433290938e-05,0.00029213019915728396,-0.0013662178643663037,0.0014190069400352723,416.0
2024-01-04 10:01:00-05:00,2046.699951171875,2049.39990234375,2046.699951171875,2049.10009765625,2049.10009765625,658,0.0012215978208427458,0.0003300864066738648,-0.00014628901228941338,0.002642338216663598,63.0
2024-01-04 10:02:00-05:00,2049.0,2049.39990234375,2048.39990234375,2049.39990234375,2049.39990234375,269,0.0001463104158956341,0.00032969217040186674,0.0,0.002789035234162629,-389.0
