Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-04 12:20:00,2050.10009765625,2050.10009765625,2049.89990234375,2050.10009765625,2050.10009765625,67
2024-01-04 12:21:00,2050.0,2050.10009765625,2049.800048828125,2050.0,2050.0,69
2024-01-04 12:22:00,2050.0,2050.300048828125,2049.60009765625,2050.300048828125,2050.300048828125,90
2024-01-04 12:23:00,2050.199951171875,2050.199951171875,2049.300048828125,2049.39990234375,2049.39990234375,185
2024-01-04 12:24:00,2049.300048828125,2049.60009765625,2049.10009765625,2049.5,2049.5,152
2024-01-04 12:25:00,2049.5,2049.60009765625,2049.199951171875,2049.39990234375,2049.39990234375,78
2024-01-04 12:26:00,2049.300048828125,2049.39990234375,2048.800048828125,2049.0,2049.0,179
2024-01-04 12:27:00,2049.10009765625,2049.300048828125,2048.89990234375,2049.0,2049.0,152
2024-01-04 12:28:00,2049.0,2049.39990234375,2048.89990234375,2049.199951171875,2049.199951171875,81
2024-01-04 12:29:00,2049.10009765625,2049.300048828125,2048.89990234375,2049.10009765625,2049.10009765625,135
2024-01-04 12:30:00,2049.10009765625,2049.10009765625,2048.300048828125,2048.39990234375,2048.39990234375,125
2024-01-04 12:31:00,2048.300048828125,2048.800048828125,2048.199951171875,2048.800048828125,2048.800048828125,107
2024-01-04 12:32:00,2048.89990234375,2049.199951171875,2048.699951171875,2049.199951171875,2049.199951171875,84
2024-01-04 12:33:00,2049.199951171875,2049.39990234375,2049.199951171875,2049.199951171875,2049.199951171875,77
2024-01-04 12:34:00,2049.199951171875,2049.39990234375,2049.199951171875,2049.300048828125,2049.300048828125,43
2024-01-04 12:35:00,2049.300048828125,2049.300048828125,2048.89990234375,2049.0,2049.0,117
2024-01-04 12:36:00,2049.10009765625,2050.0,2049.10009765625,2049.89990234375,2049.89990234375,324
2024-01-04 12:37:00,2049.89990234375,2050.0,2049.60009765625,2050.0,2050.0,84
2024-01-04 12:38:00,2050.0,2050.60009765625,2049.89990234375,2050.39990234375,2050.39990234375,260
2024-01-04 12:39:00,2050.39990234375,2050.699951171875,2050.39990234375,2050.60009765625,2050.60009765625,95
2024-01-04 12:40:00,2050.5,2050.5,2049.800048828125,2049.89990234375,2049.89990234375,95
2024-01-04 12:41:00,2049.800048828125,2050.0,2049.699951171875,2050.0,2050.0,75
2024-01-04 12:42:00,2050.10009765625,2050.60009765625,2050.10009765625,2050.39990234375,2050.39990234375,39
2024-01-04 12:43:00,2050.5,2050.89990234375,2050.39990234375,2050.89990234375,2050.89990234375,76
2024-01-04 12:44:00,2050.89990234375,2050.89990234375,2050.5,2050.800048828125,2050.800048828125,192
2024-01-04 12:45:00,2050.800048828125,2050.800048828125,2050.199951171875,2050.199951171875,2050.199951171875,99
2024-01-04 12:46:00,2050.199951171875,2050.39990234375,2050.0,2050.39990234375,2050.39990234375,94
2024-01-04 12:47:00,2050.39990234375,2050.800048828125,2050.39990234375,2050.60009765625,2050.60009765625,65
2024-01-04 12:48:00,2050.699951171875,2050.89990234375,2050.699951171875,2050.800048828125,2050.800048828125,49
2024-01-04 12:49:00,2050.89990234375,2051.0,2050.60009765625,2050.800048828125,2050.800048828125,99
2024-01-04 12:50:00,2050.800048828125,2050.800048828125,2050.199951171875,2050.199951171875,2050.199951171875,46
2024-01-04 12:51:00,2050.199951171875,2050.699951171875,2050.0,2050.60009765625,2050.60009765625,63
2024-01-04 12:52:00,2050.60009765625,2051.0,2050.39990234375,2051.0,2051.0,67
2024-01-04 12:53:00,2050.89990234375,2051.300048828125,2050.89990234375,2051.300048828125,2051.300048828125,64
2024-01-04 12:54:00,2051.39990234375,2051.699951171875,2050.89990234375,2050.89990234375,2050.89990234375,132
2024-01-04 12:55:00,2050.89990234375,2051.0,2050.60009765625,2050.699951171875,2050.699951171875,70
2024-01-04 12:56:00,2050.699951171875,2050.800048828125,2050.699951171875,2050.699951171875,2050.699951171875,49
2024-01-04 12:57:00,2050.800048828125,2050.89990234375,2050.39990234375,2050.5,2050.5,48
2024-01-04 12:58:00,2050.39990234375,2050.39990234375,2050.199951171875,2050.39990234375,2050.39990234375,45
2024-01-04 12:59:00,2050.39990234375,2050.699951171875,2050.300048828125,2050.699951171875,2050.699951171875,75
2024-01-04 13:00:00,2050.60009765625,2050.699951171875,2050.5,2050.60009765625,2050.60009765625,64
2024-01-04 13:01:00,2050.699951171875,2051.10009765625,2050.60009765625,2050.60009765625,2050.60009765625,206
2024-01-04 13:02:00,2050.5,2051.0,2050.5,2050.89990234375,2050.89990234375,42
2024-01-04 13:03:00,2050.800048828125,2051.0,2050.800048828125,2050.89990234375,2050.89990234375,37
2024-01-04 13:04:00,2050.89990234375,2051.39990234375,2050.89990234375,2051.10009765625,2051.10009765625,127
2024-01-04 13:05:00,2051.0,2051.10009765625,2050.800048828125,2050.800048828125,2050.800048828125,62
2024-01-04 13:06:00,2050.699951171875,2050.89990234375,2050.5,2050.60009765625,2050.60009765625,110
2024-01-04 13:07:00,2050.5,2050.5,2050.0,2050.10009765625,2050.10009765625,121
2024-01-04 13:08:00,2050.0,2050.0,2049.699951171875,2049.699951171875,2049.699951171875,53
2024-01-04 13:09:00,2049.699951171875,2050.0,2049.5,2049.60009765625,2049.60009765625,62
2024-01-04 13:10:00,2049.60009765625,2049.89990234375,2049.5,2049.800048828125,2049.800048828125,36
2024-01-04 13:11:00,2049.800048828125,2049.89990234375,2049.39990234375,2049.60009765625,2049.60009765625,56
2024-01-04 13:12:00,2049.699951171875,2049.800048828125,2049.199951171875,2049.39990234375,2049.39990234375,76
2024-01-04 13:13:00,2049.300048828125,2049.699951171875,2049.300048828125,2049.699951171875,2049.699951171875,43
2024-01-04 13:14:00,2049.60009765625,2049.89990234375,2049.5,2049.800048828125,2049.800048828125,66
2024-01-04 13:15:00,2049.699951171875,2049.800048828125,2049.300048828125,2049.39990234375,2049.39990234375,81
2024-01-04 13:16:00,2049.300048828125,2049.699951171875,2049.10009765625,2049.699951171875,2049.699951171875,88
2024-01-04 13:17:00,2049.800048828125,2049.800048828125,2049.39990234375,2049.39990234375,2049.39990234375,55
2024-01-04 13:18:00,2049.5,2049.5,2049.199951171875,2049.199951171875,2049.199951171875,46
2024-01-04 13:19:00,2049.199951171875,2049.39990234375,2048.800048828125,2049.39990234375,2049.39990234375,81
2024-01-04 13:20:00,2049.39990234375,2049.800048828125,2049.300048828125,2049.699951171875,2049.699951171875,72
2024-01-04 13:21:00,2049.60009765625,2049.60009765625,2049.199951171875,2049.199951171875,2049.199951171875,70
2024-01-04 13:22:00,2049.300048828125,2049.699951171875,2049.300048828125,2049.5,2049.5,88
2024-01-04 13:23:00,2049.5,2049.800048828125,2049.5,2049.699951171875,2049.699951171875,86
2024-01-04 13:24:00,2049.60009765625,2049.699951171875,2049.5,2049.699951171875,2049.699951171875,85
2024-01-04 13:25:00,2049.699951171875,2049.89990234375,2049.60009765625,2049.89990234375,2049.89990234375,73
2024-01-04 13:26:00,2049.800048828125,2049.800048828125,2049.60009765625,2049.699951171875,2049.699951171875,65
2024-01-04 13:27:00,2049.699951171875,2049.800048828125,2049.60009765625,2049.800048828125,2049.800048828125,70
2024-01-04 13:28:00,2049.800048828125,2050.39990234375,2049.800048828125,2050.300048828125,2050.300048828125,238
2024-01-04 13:29:00,2050.39990234375,2050.39990234375,2049.699951171875,2049.800048828125,2049.800048828125,805
2024-01-04 13:30:00,2049.89990234375,2050.10009765625,2049.60009765625,2049.60009765625,2049.60009765625,174
2024-01-04 13:31:00,2049.5,2049.89990234375,2049.5,2049.800048828125,2049.800048828125,46
2024-01-04 13:32:00,2049.800048828125,2050.0,2049.60009765625,2050.0,2050.0,73
2024-01-04 13:33:00,2050.0,2050.800048828125,2050.0,2050.5,2050.5,136
2024-01-04 13:34:00,2050.5,2050.5,2050.0,2050.199951171875,2050.199951171875,61
2024-01-04 13:35:00,2050.300048828125,2050.300048828125,2050.10009765625,2050.300048828125,2050.300048828125,113
2024-01-04 13:36:00,2050.39990234375,2050.800048828125,2050.39990234375,2050.800048828125,2050.800048828125,82
2024-01-04 13:37:00,2050.800048828125,2050.89990234375,2050.60009765625,2050.60009765625,2050.60009765625,123
2024-01-04 13:38:00,2050.5,2051.0,2050.5,2050.89990234375,2050.89990234375,127
2024-01-04 13:39:00,2051.0,2051.0,2050.300048828125,2050.300048828125,2050.300048828125,73
2024-01-04 13:40:00,2050.300048828125,2050.60009765625,2050.300048828125,2050.300048828125,2050.300048828125,77
2024-01-04 13:41:00,2050.199951171875,2050.60009765625,2050.199951171875,2050.60009765625,2050.60009765625,34
2024-01-04 13:42:00,2050.699951171875,2050.89990234375,2050.699951171875,2050.89990234375,2050.89990234375,38
2024-01-04 13:43:00,2050.89990234375,2050.89990234375,2050.699951171875,2050.699951171875,2050.699951171875,12
2024-01-04 13:44:00,2050.60009765625,2050.60009765625,2050.10009765625,2050.300048828125,2050.300048828125,76
2024-01-04 13:45:00,2050.199951171875,2050.5,2050.199951171875,2050.199951171875,2050.199951171875,62
2024-01-04 13:46:00,2050.300048828125,2050.300048828125,2049.89990234375,2049.89990234375,2049.89990234375,56
2024-01-04 13:47:00,2049.699951171875,2049.800048828125,2049.5,2049.60009765625,2049.60009765625,62
2024-01-04 13:48:00,2049.699951171875,2050.0,2049.60009765625,2049.800048828125,2049.800048828125,102
2024-01-04 13:49:00,2049.699951171875,2050.10009765625,2049.699951171875,2050.0,2050.0,30
2024-01-04 13:50:00,2050.10009765625,2050.199951171875,2049.89990234375,2049.89990234375,2049.89990234375,97
2024-01-04 13:51:00,2050.0,2050.0,2049.5,2049.5,2049.5,22
2024-01-04 13:52:00,2049.60009765625,2049.89990234375,2049.60009765625,2049.89990234375,2049.89990234375,44
2024-01-04 13:53:00,2050.0,2050.199951171875,2049.89990234375,2050.199951171875,2050.199951171875,11
2024-01-04 13:54:00,2050.300048828125,2050.5,2050.199951171875,2050.300048828125,2050.300048828125,35
2024-01-04 13:55:00,2050.300048828125,2050.39990234375,2050.199951171875,2050.199951171875,2050.199951171875,28
2024-01-04 13:56:00,2050.300048828125,2050.300048828125,2050.10009765625,2050.10009765625,2050.10009765625,17
2024-01-04 13:57:00,2050.300048828125,2050.800048828125,2050.300048828125,2050.60009765625,2050.60009765625,53
2024-01-04 13:58:00,2050.60009765625,2050.60009765625,2050.39990234375,2050.5,2050.5,21
2024-01-04 13:59:00,2050.39990234375,2050.699951171875,2050.39990234375,2050.60009765625,2050.60009765625,17
2024-01-04 14:00:00,2050.60009765625,2051.10009765625,2050.60009765625,2051.10009765625,2051.10009765625,88
2024-01-04 14:01:00,2051.0,2051.5,2051.0,2051.39990234375,2051.39990234375,89
2024-01-04 14:02:00,2051.39990234375,2051.39990234375,2051.10009765625,2051.300048828125,2051.300048828125,47
2024-01-04 14:03:00,2051.199951171875,2051.199951171875,2050.699951171875,2050.800048828125,2050.800048828125,47
2024-01-04 14:04:00,2050.800048828125,2051.0,2050.800048828125,2051.0,2051.0,35
2024-01-04 14:05:00,2051.0,2051.0,2050.89990234375,2050.89990234375,2050.89990234375,28
2024-01-04 14:06:00,2050.800048828125,2051.10009765625,2050.800048828125,2051.10009765625,2051.10009765625,22
2024-01-04 14:07:00,2051.10009765625,2051.199951171875,2050.89990234375,2051.0,2051.0,43
2024-01-04 14:08:00,2050.89990234375,2051.10009765625,2050.89990234375,2051.10009765625,2051.10009765625,20
2024-01-04 14:09:00,2051.10009765625,2051.10009765625,2050.800048828125,2050.800048828125,2050.800048828125,28
2024-01-04 14:10:00,2050.800048828125,2050.89990234375,2050.39990234375,2050.39990234375,2050.39990234375,97
2024-01-04 14:11:00,2050.39990234375,2050.5,2050.199951171875,2050.5,2050.5,31
2024-01-04 14:12:00,2050.60009765625,2050.800048828125,2050.60009765625,2050.699951171875,2050.699951171875,10
2024-01-04 14:13:00,2050.699951171875,2050.89990234375,2050.60009765625,2050.699951171875,2050.699951171875,34
2024-01-04 14:14:00,2050.60009765625,2050.60009765625,2050.39990234375,2050.5,2050.5,11
2024-01-04 14:15:00,2050.300048828125,2050.39990234375,2050.10009765625,2050.39990234375,2050.39990234375,94
2024-01-04 14:16:00,2050.39990234375,2050.39990234375,2050.10009765625,2050.199951171875,2050.199951171875,67
2024-01-04 14:17:00,2050.199951171875,2050.199951171875,2050.0,2050.0,2050.0,15
2024-01-04 14:18:00,2050.0,2050.5,2050.0,2050.5,2050.5,25
2024-01-04 14:19:00,2050.39990234375,2050.699951171875,2050.39990234375,2050.699951171875,2050.699951171875,23
2024-01-04 14:20:00,2050.699951171875,2050.699951171875,2050.5,2050.60009765625,2050.60009765625,38
2024-01-04 14:21:00,2050.60009765625,2050.60009765625,2050.5,2050.60009765625,2050.60009765625,10
2024-01-04 14:22:00,2050.5,2050.5,2050.39990234375,2050.39990234375,2050.39990234375,10
2024-01-04 14:23:00,2050.300048828125,2050.300048828125,2050.199951171875,2050.199951171875,2050.199951171875,29
2024-01-04 14:24:00,2050.10009765625,2050.199951171875,2050.10009765625,2050.10009765625,2050.10009765625,13
2024-01-04 14:25:00,2050.10009765625,2050.199951171875,2050.10009765625,2050.199951171875,2050.199951171875,13
2024-01-04 14:27:00,2050.199951171875,2050.39990234375,2050.199951171875,2050.300048828125,2050.300048828125,14
2024-01-04 14:28:00,2050.39990234375,2050.60009765625,2050.39990234375,2050.5,2050.5,21
2024-01-04 14:29:00,2050.5,2050.5,2050.199951171875,2050.300048828125,2050.300048828125,15
2024-01-04 14:30:00,2050.199951171875,2050.199951171875,2050.10009765625,2050.199951171875,2050.199951171875,21
2024-01-04 14:31:00,2050.300048828125,2050.300048828125,2050.10009765625,2050.199951171875,2050.199951171875,18
2024-01-04 14:32:00,2050.300048828125,2050.300048828125,2050.199951171875,2050.300048828125,2050.300048828125,9
2024-01-04 14:33:00,2050.300048828125,2050.300048828125,2050.0,2050.0,2050.0,59
2024-01-04 14:34:00,2050.10009765625,2050.10009765625,2049.89990234375,2049.89990234375,2049.89990234375,35
2024-01-04 14:35:00,2049.89990234375,2050.199951171875,2049.89990234375,2050.10009765625,2050.10009765625,31
2024-01-04 14:36:00,2050.10009765625,2050.10009765625,2050.0,2050.10009765625,2050.10009765625,8
2024-01-04 14:37:00,2050.10009765625,2050.199951171875,2050.0,2050.0,2050.0,9
2024-01-04 14:38:00,2050.0,2050.10009765625,2050.0,2050.10009765625,2050.10009765625,23
2024-01-04 14:39:00,2050.199951171875,2050.39990234375,2050.199951171875,2050.39990234375,2050.39990234375,23
2024-01-04 14:40:00,2050.39990234375,2050.60009765625,2050.39990234375,2050.5,2050.5,20
2024-01-04 14:41:00,2050.39990234375,2050.5,2050.10009765625,2050.10009765625,2050.10009765625,30
2024-01-04 14:42:00,2050.0,2050.39990234375,2050.0,2050.39990234375,2050.39990234375,93
2024-01-04 14:43:00,2050.5,2050.5,2050.39990234375,2050.39990234375,2050.39990234375,20
2024-01-04 14:44:00,2050.39990234375,2050.5,2050.300048828125,2050.5,2050.5,6
2024-01-04 14:45:00,2050.5,2050.699951171875,2050.5,2050.60009765625,2050.60009765625,37
2024-01-04 14:46:00,2050.699951171875,2050.89990234375,2050.699951171875,2050.89990234375,2050.89990234375,24
2024-01-04 14:47:00,2050.699951171875,2050.89990234375,2050.699951171875,2050.89990234375,2050.89990234375,8
2024-01-04 14:48:00,2050.89990234375,2051.39990234375,2050.89990234375,2051.300048828125,2051.300048828125,160
2024-01-04 14:49:00,2051.300048828125,2051.89990234375,2051.199951171875,2051.699951171875,2051.699951171875,148
2024-01-04 14:50:00,2051.800048828125,2052.199951171875,2051.800048828125,2052.199951171875,2052.199951171875,145
2024-01-04 14:51:00,2052.10009765625,2052.39990234375,2051.89990234375,2051.89990234375,2051.89990234375,121
2024-01-04 14:52:00,2051.89990234375,2052.199951171875,2051.89990234375,2052.0,2052.0,53
2024-01-04 14:53:00,2051.89990234375,2051.89990234375,2051.699951171875,2051.699951171875,2051.699951171875,26
2024-01-04 14:54:00,2051.800048828125,2052.10009765625,2051.800048828125,2052.10009765625,2052.10009765625,49
2024-01-04 14:55:00,2052.10009765625,2052.300048828125,2052.10009765625,2052.199951171875,2052.199951171875,13
2024-01-04 14:56:00,2052.199951171875,2052.300048828125,2052.10009765625,2052.199951171875,2052.199951171875,30
2024-01-04 14:57:00,2052.199951171875,2052.39990234375,2052.10009765625,2052.300048828125,2052.300048828125,65
2024-01-04 14:58:00,2052.300048828125,2052.300048828125,2051.89990234375,2051.89990234375,2051.89990234375,25
2024-01-04 14:59:00,2051.89990234375,2052.0,2051.699951171875,2051.800048828125,2051.800048828125,69
2024-01-04 15:00:00,2051.800048828125,2052.10009765625,2051.60009765625,2051.699951171875,2051.699951171875,38
2024-01-04 15:01:00,2051.5,2052.0,2051.39990234375,2052.0,2052.0,44
2024-01-04 15:02:00,2051.89990234375,2052.300048828125,2051.89990234375,2052.300048828125,2052.300048828125,50
2024-01-04 15:03:00,2052.199951171875,2052.300048828125,2051.89990234375,2052.0,2052.0,16
2024-01-04 15:04:00,2052.0,2052.10009765625,2052.0,2052.0,2052.0,21
2024-01-04 15:05:00,2052.10009765625,2052.10009765625,2052.10009765625,2052.10009765625,2052.10009765625,20
2024-01-04 15:06:00,2052.0,2052.199951171875,2051.89990234375,2051.89990234375,2051.89990234375,47
2024-01-04 15:07:00,2051.89990234375,2051.89990234375,2051.699951171875,2051.699951171875,2051.699951171875,8
2024-01-04 15:08:00,2051.699951171875,2051.699951171875,2051.60009765625,2051.60009765625,2051.60009765625,10
2024-01-04 15:09:00,2051.699951171875,2051.699951171875,2051.5,2051.699951171875,2051.699951171875,17
2024-01-04 15:10:00,2051.699951171875,2051.800048828125,2051.699951171875,2051.800048828125,2051.800048828125,26
2024-01-04 15:11:00,2051.800048828125,2051.800048828125,2051.60009765625,2051.800048828125,2051.800048828125,15
2024-01-04 15:12:00,2051.699951171875,2052.10009765625,2051.699951171875,2051.89990234375,2051.89990234375,47
2024-01-04 15:13:00,2052.0,2052.10009765625,2052.0,2052.10009765625,2052.10009765625,10
2024-01-04 15:14:00,2052.10009765625,2052.300048828125,2052.0,2052.300048828125,2052.300048828125,23
2024-01-04 15:15:00,2052.199951171875,2052.199951171875,2051.800048828125,2051.800048828125,2051.800048828125,22
2024-01-04 15:16:00,2051.699951171875,2051.800048828125,2051.5,2051.800048828125,2051.800048828125,49
2024-01-04 15:17:00,2051.800048828125,2051.89990234375,2051.60009765625,2051.89990234375,2051.89990234375,54
2024-01-04 15:18:00,2051.800048828125,2051.800048828125,2051.699951171875,2051.800048828125,2051.800048828125,34
2024-01-04 15:19:00,2051.800048828125,2051.800048828125,2051.800048828125,2051.800048828125,2051.800048828125,7
2024-01-04 15:20:00,2051.800048828125,2051.800048828125,2051.699951171875,2051.800048828125,2051.800048828125,37
2024-01-04 15:21:00,2051.699951171875,2051.800048828125,2051.5,2051.5,2051.5,36
2024-01-04 15:22:00,2051.39990234375,2051.5,2051.300048828125,2051.5,2051.5,24
2024-01-04 15:23:00,2051.5,2051.5,2051.10009765625,2051.199951171875,2051.199951171875,66
2024-01-04 15:24:00,2051.199951171875,2051.699951171875,2051.10009765625,2051.699951171875,2051.699951171875,57
2024-01-04 15:25:00,2051.60009765625,2051.699951171875,2051.60009765625,2051.699951171875,2051.699951171875,15
2024-01-04 15:26:00,2051.60009765625,2051.60009765625,2051.199951171875,2051.199951171875,2051.199951171875,27
2024-01-04 15:27:00,2051.199951171875,2051.300048828125,2051.199951171875,2051.199951171875,2051.199951171875,29
2024-01-04 15:28:00,2051.300048828125,2051.39990234375,2051.199951171875,2051.39990234375,2051.39990234375,36
2024-01-04 15:29:00,2051.300048828125,2051.89990234375,2051.199951171875,2051.89990234375,2051.89990234375,104
2024-01-04 15:30:00,2052.0,2052.10009765625,2051.60009765625,2051.699951171875,2051.699951171875,42
2024-01-04 15:31:00,2051.60009765625,2051.89990234375,2051.60009765625,2051.89990234375,2051.89990234375,22
2024-01-04 15:32:00,2051.800048828125,2052.10009765625,2051.699951171875,2051.800048828125,2051.800048828125,100
2024-01-04 15:33:00,2051.800048828125,2051.89990234375,2051.699951171875,2051.699951171875,2051.699951171875,34
2024-01-04 15:34:00,2051.60009765625,2051.800048828125,2051.60009765625,2051.800048828125,2051.800048828125,8
2024-01-04 15:35:00,2051.800048828125,2051.89990234375,2051.800048828125,2051.89990234375,2051.89990234375,13
2024-01-04 15:36:00,2051.800048828125,2051.800048828125,2051.699951171875,2051.800048828125,2051.800048828125,16
2024-01-04 15:37:00,2051.800048828125,2052.0,2051.699951171875,2052.0,2052.0,19
2024-01-04 15:38:00,2052.0,2052.10009765625,2051.800048828125,2051.800048828125,2051.800048828125,42
2024-01-04 15:39:00,2052.0,2052.10009765625,2051.89990234375,2052.0,2052.0,83
2024-01-04 15:40:00,2052.10009765625,2052.300048828125,2052.10009765625,2052.10009765625,2052.10009765625,49
2024-01-04 15:41:00,2052.10009765625,2052.10009765625,2051.699951171875,2051.699951171875,2051.699951171875,36
2024-01-04 15:42:00,2051.699951171875,2051.699951171875,2051.39990234375,2051.5,2051.5,65
2024-01-04 15:43:00,2051.60009765625,2051.800048828125,2051.60009765625,2051.800048828125,2051.800048828125,38
2024-01-04 15:44:00,2051.800048828125,2051.800048828125,2051.800048828125,2051.800048828125,2051.800048828125,19
2024-01-04 15:45:00,2051.800048828125,2051.89990234375,2051.699951171875,2051.699951171875,2051.699951171875,10
2024-01-04 15:46:00,2051.800048828125,2051.89990234375,2051.800048828125,2051.800048828125,2051.800048828125,31
2024-01-04 15:47:00,2051.699951171875,2051.89990234375,2051.60009765625,2051.699951171875,2051.699951171875,63
2024-01-04 15:48:00,2051.800048828125,2051.800048828125,2051.5,2051.800048828125,2051.800048828125,21
2024-01-04 15:49:00,2051.800048828125,2051.800048828125,2051.60009765625,2051.699951171875,2051.699951171875,41
2024-01-04 15:50:00,2051.60009765625,2051.60009765625,2051.199951171875,2051.199951171875,2051.199951171875,53
2024-01-04 15:51:00,2051.199951171875,2051.300048828125,2050.89990234375,2050.89990234375,2050.89990234375,116
2024-01-04 15:52:00,2051.0,2051.0,2050.89990234375,2050.89990234375,2050.89990234375,35
2024-01-04 15:53:00,2051.0,2051.0,2050.89990234375,2051.0,2051.0,17
2024-01-04 15:54:00,2051.10009765625,2051.10009765625,2051.0,2051.10009765625,2051.10009765625,19
2024-01-04 15:55:00,2051.10009765625,2051.199951171875,2051.10009765625,2051.10009765625,2051.10009765625,43
2024-01-04 15:56:00,2051.0,2051.10009765625,2050.89990234375,2051.10009765625,2051.10009765625,45
2024-01-04 15:57:00,2051.0,2051.10009765625,2050.89990234375,2051.0,2051.0,61
2024-01-04 15:58:00,2051.0,2051.10009765625,2050.699951171875,2050.89990234375,2050.89990234375,106
2024-01-04 15:59:00,2050.699951171875,2051.0,2050.39990234375,2050.699951171875,2050.699951171875,392
2024-01-05 09:30:00,2053.89990234375,2055.300048828125,2053.60009765625,2055.199951171875,2055.199951171875,541
2024-01-05 09:31:00,2055.39990234375,2056.39990234375,2054.89990234375,2055.0,2055.0,1105
2024-01-05 09:32:00,2054.89990234375,2056.0,2054.5,2054.800048828125,2054.800048828125,444
2024-01-05 09:33:00,2055.0,2055.199951171875,2054.10009765625,2054.10009765625,2054.10009765625,404
2024-01-05 09:34:00,2054.199951171875,2054.89990234375,2053.0,2053.39990234375,2053.39990234375,561
2024-01-05 09:35:00,2053.5,2053.699951171875,2052.60009765625,2052.89990234375,2052.89990234375,324
2024-01-05 09:36:00,2052.800048828125,2053.10009765625,2051.89990234375,2052.60009765625,2052.60009765625,378
2024-01-05 09:37:00,2052.39990234375,2053.0,2051.60009765625,2052.10009765625,2052.10009765625,374
2024-01-05 09:38:00,2052.199951171875,2053.0,2051.800048828125,2051.800048828125,2051.800048828125,238
2024-01-05 09:39:00,2051.800048828125,2051.89990234375,2050.199951171875,2050.199951171875,2050.199951171875,323
2024-01-05 09:40:00,2050.300048828125,2050.39990234375,2048.60009765625,2049.300048828125,2049.300048828125,418
2024-01-05 09:41:00,2049.300048828125,2050.800048828125,2048.89990234375,2050.300048828125,2050.300048828125,398
2024-01-05 09:42:00,2050.199951171875,2051.699951171875,2050.10009765625,2051.5,2051.5,402
2024-01-05 09:43:00,2051.60009765625,2052.89990234375,2050.89990234375,2051.39990234375,2051.39990234375,234
2024-01-05 09:44:00,2051.39990234375,2052.10009765625,2051.10009765625,2051.5,2051.5,122
2024-01-05 09:45:00,2051.39990234375,2053.39990234375,2051.39990234375,2052.39990234375,2052.39990234375,323
2024-01-05 09:46:00,2052.10009765625,2052.89990234375,2051.10009765625,2052.699951171875,2052.699951171875,284
2024-01-05 09:47:00,2052.800048828125,2053.5,2051.89990234375,2052.0,2052.0,346
2024-01-05 09:48:00,2052.0,2052.300048828125,2051.199951171875,2051.39990234375,2051.39990234375,142
2024-01-05 09:49:00,2051.39990234375,2052.89990234375,2051.0,2052.39990234375,2052.39990234375,172
2024-01-05 09:50:00,2052.39990234375,2053.699951171875,2052.39990234375,2053.300048828125,2053.300048828125,342
2024-01-05 09:51:00,2053.199951171875,2054.5,2053.199951171875,2054.39990234375,2054.39990234375,271
2024-01-05 09:52:00,2054.300048828125,2054.800048828125,2053.39990234375,2053.800048828125,2053.800048828125,186
2024-01-05 09:53:00,2053.89990234375,2055.0,2053.699951171875,2054.300048828125,2054.300048828125,318
2024-01-05 09:54:00,2054.300048828125,2054.89990234375,2053.800048828125,2054.0,2054.0,267
2024-01-05 09:55:00,2054.10009765625,2054.800048828125,2053.5,2053.89990234375,2053.89990234375,265
2024-01-05 09:56:00,2054.0,2054.199951171875,2053.199951171875,2054.10009765625,2054.10009765625,446
