CMDLINE /home/mdzaja/installations/miniconda3/envs/mt/bin/python hp_opt.py
MEM 6157.281250 1702668691.0404
MEM 6158.050781 1702668691.1406
MEM 6158.050781 1702668691.2408
MEM 6158.050781 1702668691.3409
MEM 6158.050781 1702668691.4412
MEM 6158.050781 1702668691.5414
MEM 6158.328125 1702668691.6415
MEM 6159.804688 1702668691.7418
MEM 6159.804688 1702668691.8420
MEM 6159.804688 1702668691.9421
MEM 6159.804688 1702668692.0423
MEM 6159.804688 1702668692.1425
MEM 6160.335938 1702668692.2428
MEM 6160.425781 1702668692.3429
MEM 6160.425781 1702668692.4432
MEM 6160.425781 1702668692.5434
MEM 6160.425781 1702668692.6436
MEM 6160.425781 1702668692.7438
MEM 6160.703125 1702668692.8440
MEM 6162.718750 1702668692.9442
MEM 6162.742188 1702668693.0443
MEM 6162.742188 1702668693.1445
MEM 6162.742188 1702668693.2447
MEM 6162.742188 1702668693.3448
MEM 6163.023438 1702668693.4450
MEM 6162.781250 1702668693.5452
MEM 6162.781250 1702668693.6454
MEM 6162.781250 1702668693.7455
MEM 6162.781250 1702668693.8457
MEM 6163.312500 1702668693.9458
MEM 6164.671875 1702668694.0460
MEM 6164.671875 1702668694.1462
MEM 6164.671875 1702668694.2464
MEM 6164.671875 1702668694.3466
MEM 6164.671875 1702668694.4467
MEM 6164.976562 1702668694.5469
MEM 6164.976562 1702668694.6471
MEM 6164.976562 1702668694.7473
MEM 6164.976562 1702668694.8474
MEM 6164.976562 1702668694.9476
MEM 6165.257812 1702668695.0477
MEM 6166.683594 1702668695.1478
MEM 6166.785156 1702668695.2480
MEM 6166.785156 1702668695.3482
MEM 6166.785156 1702668695.4483
MEM 6166.785156 1702668695.5484
MEM 6166.785156 1702668695.6486
MEM 6166.878906 1702668695.7488
MEM 6166.894531 1702668695.8489
MEM 6166.894531 1702668695.9491
MEM 6166.894531 1702668696.0493
MEM 6166.894531 1702668696.1495
MEM 6167.179688 1702668696.2498
MEM 6166.957031 1702668696.3501
MEM 6166.957031 1702668696.4503
MEM 6166.957031 1702668696.5506
MEM 6166.957031 1702668696.6508
MEM 6166.957031 1702668696.7510
MEM 6167.238281 1702668696.8512
MEM 6168.542969 1702668696.9514
MEM 6168.562500 1702668697.0517
MEM 6168.562500 1702668697.1519
MEM 6168.562500 1702668697.2521
MEM 6168.562500 1702668697.3523
MEM 6168.562500 1702668697.4525
MEM 6168.921875 1702668697.5528
MEM 6168.921875 1702668697.6530
MEM 6168.921875 1702668697.7532
MEM 6168.921875 1702668697.8534
MEM 6168.921875 1702668697.9536
MEM 6169.199219 1702668698.0538
MEM 6168.964844 1702668698.1540
MEM 6168.964844 1702668698.2542
MEM 6168.964844 1702668698.3543
MEM 6168.964844 1702668698.4546
MEM 6168.964844 1702668698.5547
MEM 6169.246094 1702668698.6549
MEM 6168.988281 1702668698.7551
MEM 6168.988281 1702668698.8553
MEM 6168.988281 1702668698.9555
MEM 6168.988281 1702668699.0557
MEM 6168.988281 1702668699.1559
MEM 6169.265625 1702668699.2561
MEM 6169.031250 1702668699.3563
MEM 6169.031250 1702668699.4566
MEM 6169.031250 1702668699.5568
MEM 6169.031250 1702668699.6570
MEM 6169.031250 1702668699.7572
MEM 6169.375000 1702668699.8574
MEM 6169.375000 1702668699.9576
MEM 6169.375000 1702668700.0578
MEM 6169.375000 1702668700.1580
MEM 6169.375000 1702668700.2583
MEM 6169.628906 1702668700.3585
MEM 6169.429688 1702668700.4588
MEM 6169.429688 1702668700.5590
MEM 6169.429688 1702668700.6592
MEM 6169.429688 1702668700.7595
MEM 6169.429688 1702668700.8597
MEM 6169.957031 1702668700.9599
MEM 6171.496094 1702668701.0601
MEM 6171.535156 1702668701.1604
MEM 6171.535156 1702668701.2606
MEM 6171.535156 1702668701.3608
MEM 6171.535156 1702668701.4610
MEM 6171.535156 1702668701.5613
MEM 6171.597656 1702668701.6615
MEM 6171.597656 1702668701.7617
MEM 6171.597656 1702668701.8619
MEM 6171.597656 1702668701.9621
MEM 6171.597656 1702668702.0623
MEM 6172.902344 1702668702.1625
MEM 6172.773438 1702668702.2627
MEM 6172.773438 1702668702.3630
MEM 6172.773438 1702668702.4632
MEM 6172.773438 1702668702.5634
MEM 6172.773438 1702668702.6636
MEM 6173.046875 1702668702.7638
MEM 6172.921875 1702668702.8640
MEM 6172.921875 1702668702.9642
MEM 6172.921875 1702668703.0644
MEM 6172.921875 1702668703.1646
MEM 6172.921875 1702668703.2648
MEM 6173.398438 1702668703.3649
MEM 6173.398438 1702668703.4652
MEM 6173.398438 1702668703.5654
MEM 6173.398438 1702668703.6656
MEM 6173.398438 1702668703.7658
MEM 6173.398438 1702668703.8660
MEM 6173.933594 1702668703.9662
MEM 6173.933594 1702668704.0664
MEM 6173.933594 1702668704.1666
MEM 6173.933594 1702668704.2668
MEM 6173.933594 1702668704.3669
MEM 6174.214844 1702668704.4672
MEM 6175.519531 1702668704.5674
MEM 6175.539062 1702668704.6676
MEM 6175.539062 1702668704.7678
MEM 6175.539062 1702668704.8680
MEM 6175.539062 1702668704.9682
MEM 6175.539062 1702668705.0684
MEM 6175.996094 1702668705.1686
MEM 6177.570312 1702668705.2687
MEM 6177.570312 1702668705.3689
MEM 6177.570312 1702668705.4691
MEM 6177.570312 1702668705.5693
MEM 6177.570312 1702668705.6695
MEM 6178.097656 1702668705.7697
MEM 6177.925781 1702668705.8700
MEM 6177.925781 1702668705.9702
MEM 6177.925781 1702668706.0704
MEM 6177.925781 1702668706.1706
MEM 6177.925781 1702668706.2708
MEM 6178.199219 1702668706.3710
MEM 6177.964844 1702668706.4713
MEM 6177.964844 1702668706.5714
MEM 6177.964844 1702668706.6716
MEM 6177.964844 1702668706.7718
MEM 6177.964844 1702668706.8720
MEM 6178.140625 1702668706.9722
MEM 6178.117188 1702668707.0723
MEM 6178.117188 1702668707.1725
MEM 6178.117188 1702668707.2727
MEM 6178.117188 1702668707.3729
MEM 6178.398438 1702668707.4731
MEM 6178.144531 1702668707.5733
MEM 6178.144531 1702668707.6735
MEM 6178.144531 1702668707.7737
MEM 6178.144531 1702668707.8739
MEM 6178.144531 1702668707.9741
MEM 6179.195312 1702668708.0744
MEM 6179.148438 1702668708.1746
MEM 6179.148438 1702668708.2748
MEM 6179.148438 1702668708.3750
MEM 6179.148438 1702668708.4752
MEM 6179.148438 1702668708.5754
MEM 6179.167969 1702668708.6757
MEM 6179.167969 1702668708.7759
MEM 6179.167969 1702668708.8761
MEM 6179.167969 1702668708.9762
MEM 6179.167969 1702668709.0764
MEM 6179.699219 1702668709.1766
MEM 6179.460938 1702668709.2769
MEM 6179.460938 1702668709.3771
MEM 6179.460938 1702668709.4773
MEM 6179.460938 1702668709.5775
MEM 6179.460938 1702668709.6778
MEM 6179.738281 1702668709.7780
MEM 6179.484375 1702668709.8783
MEM 6179.484375 1702668709.9785
MEM 6179.484375 1702668710.0787
MEM 6179.484375 1702668710.1789
MEM 6179.484375 1702668710.2791
MEM 6179.562500 1702668710.3794
MEM 6179.546875 1702668710.4796
MEM 6179.546875 1702668710.5798
MEM 6179.546875 1702668710.6800
MEM 6179.546875 1702668710.7802
MEM 6179.546875 1702668710.8804
MEM 6179.578125 1702668710.9806
MEM 6179.578125 1702668711.0809
MEM 6179.578125 1702668711.1811
MEM 6179.578125 1702668711.2812
MEM 6179.578125 1702668711.3815
MEM 6180.109375 1702668711.4817
MEM 6180.066406 1702668711.5820
MEM 6180.066406 1702668711.6821
MEM 6180.066406 1702668711.7823
MEM 6180.066406 1702668711.8825
MEM 6180.066406 1702668711.9827
MEM 6180.339844 1702668712.0829
MEM 6180.093750 1702668712.1830
MEM 6180.093750 1702668712.2832
MEM 6180.093750 1702668712.3834
MEM 6180.093750 1702668712.4836
MEM 6180.093750 1702668712.5838
MEM 6180.203125 1702668712.6840
MEM 6180.203125 1702668712.7843
MEM 6180.203125 1702668712.8845
MEM 6180.203125 1702668712.9847
MEM 6180.203125 1702668713.0849
MEM 6180.480469 1702668713.1852
MEM 6180.289062 1702668713.2854
MEM 6180.289062 1702668713.3856
MEM 6180.289062 1702668713.4858
MEM 6180.289062 1702668713.5860
MEM 6180.289062 1702668713.6862
MEM 6180.558594 1702668713.7863
MEM 6180.332031 1702668713.8866
MEM 6180.332031 1702668713.9868
MEM 6180.332031 1702668714.0869
MEM 6180.332031 1702668714.1871
MEM 6180.585938 1702668714.2873
MEM 6180.386719 1702668714.3875
MEM 6180.386719 1702668714.4878
MEM 6180.386719 1702668714.5880
MEM 6180.386719 1702668714.6881
MEM 6180.386719 1702668714.7883
MEM 6180.660156 1702668714.8886
MEM 6180.410156 1702668714.9888
MEM 6180.410156 1702668715.0890
MEM 6180.410156 1702668715.1893
MEM 6180.410156 1702668715.2895
MEM 6180.410156 1702668715.3897
MEM 6180.437500 1702668715.4899
MEM 6180.437500 1702668715.5901
MEM 6180.437500 1702668715.6903
MEM 6180.437500 1702668715.7905
MEM 6180.437500 1702668715.8907
MEM 6180.714844 1702668715.9909
MEM 6180.460938 1702668716.0911
MEM 6180.460938 1702668716.1913
MEM 6180.460938 1702668716.2915
MEM 6180.460938 1702668716.3917
MEM 6180.460938 1702668716.4919
MEM 6180.988281 1702668716.5921
MEM 6180.937500 1702668716.6923
MEM 6180.937500 1702668716.7925
MEM 6180.937500 1702668716.8927
MEM 6180.937500 1702668716.9929
MEM 6181.207031 1702668717.0931
MEM 6180.953125 1702668717.1933
MEM 6180.953125 1702668717.2935
MEM 6180.953125 1702668717.3938
MEM 6180.953125 1702668717.4940
MEM 6180.953125 1702668717.5942
MEM 6181.230469 1702668717.6944
MEM 6180.976562 1702668717.7946
MEM 6180.976562 1702668717.8948
MEM 6180.976562 1702668717.9950
MEM 6180.976562 1702668718.0951
MEM 6181.253906 1702668718.1953
MEM 6181.398438 1702668718.2955
MEM 6181.398438 1702668718.3957
MEM 6181.398438 1702668718.4959
MEM 6181.398438 1702668718.5961
MEM 6181.398438 1702668718.6962
MEM 6181.671875 1702668718.7964
MEM 6181.421875 1702668718.8967
MEM 6181.421875 1702668718.9968
MEM 6181.421875 1702668719.0970
MEM 6181.421875 1702668719.1972
MEM 6181.421875 1702668719.2974
MEM 6181.464844 1702668719.3975
MEM 6181.464844 1702668719.4977
MEM 6181.464844 1702668719.5979
MEM 6181.464844 1702668719.6981
MEM 6181.464844 1702668719.7983
MEM 6181.738281 1702668719.8985
MEM 6181.527344 1702668719.9987
MEM 6181.527344 1702668720.0989
MEM 6181.527344 1702668720.1990
MEM 6181.527344 1702668720.2992
MEM 6181.527344 1702668720.3994
MEM 6182.167969 1702668720.4996
MEM 6182.156250 1702668720.5998
MEM 6182.156250 1702668720.7000
MEM 6182.156250 1702668720.8001
MEM 6182.156250 1702668720.9003
MEM 6182.683594 1702668721.0005
MEM 6182.441406 1702668721.1007
MEM 6182.441406 1702668721.2009
MEM 6182.441406 1702668721.3011
MEM 6182.441406 1702668721.4013
MEM 6182.441406 1702668721.5015
MEM 6182.710938 1702668721.6017
MEM 6182.476562 1702668721.7019
MEM 6182.476562 1702668721.8021
MEM 6182.476562 1702668721.9023
MEM 6182.476562 1702668722.0024
MEM 6182.476562 1702668722.1026
MEM 6182.492188 1702668722.2028
MEM 6182.492188 1702668722.3030
MEM 6182.492188 1702668722.4031
MEM 6182.492188 1702668722.5033
MEM 6182.492188 1702668722.6035
MEM 6182.769531 1702668722.7037
MEM 6184.101562 1702668722.8040
MEM 6184.101562 1702668722.9042
MEM 6184.101562 1702668723.0043
MEM 6184.101562 1702668723.1045
MEM 6184.101562 1702668723.2047
MEM 6184.371094 1702668723.3049
MEM 6184.117188 1702668723.4052
MEM 6184.117188 1702668723.5054
MEM 6184.117188 1702668723.6055
MEM 6184.117188 1702668723.7057
MEM 6184.117188 1702668723.8059
MEM 6184.285156 1702668723.9061
MEM 6184.285156 1702668724.0063
MEM 6184.285156 1702668724.1065
MEM 6184.285156 1702668724.2066
MEM 6184.285156 1702668724.3068
MEM 6184.554688 1702668724.4070
MEM 6184.308594 1702668724.5072
MEM 6184.308594 1702668724.6074
MEM 6184.308594 1702668724.7076
MEM 6184.308594 1702668724.8078
MEM 6184.308594 1702668724.9080
MEM 6184.578125 1702668725.0082
MEM 6184.332031 1702668725.1084
MEM 6184.332031 1702668725.2086
MEM 6184.332031 1702668725.3087
MEM 6184.332031 1702668725.4089
MEM 6184.332031 1702668725.5091
MEM 6184.613281 1702668725.6094
MEM 6184.601562 1702668725.7095
MEM 6184.601562 1702668725.8097
MEM 6184.601562 1702668725.9099
MEM 6184.601562 1702668726.0100
MEM 6184.601562 1702668726.1102
MEM 6184.625000 1702668726.2104
MEM 6184.625000 1702668726.3106
MEM 6184.625000 1702668726.4108
MEM 6184.625000 1702668726.5110
MEM 6184.625000 1702668726.6111
MEM 6185.660156 1702668726.7113
MEM 6185.523438 1702668726.8115
MEM 6185.523438 1702668726.9117
MEM 6185.523438 1702668727.0119
MEM 6185.523438 1702668727.1121
MEM 6185.523438 1702668727.2123
MEM 6185.542969 1702668727.3125
MEM 6185.542969 1702668727.4126
MEM 6185.542969 1702668727.5128
MEM 6185.542969 1702668727.6130
MEM 6185.542969 1702668727.7132
MEM 6186.585938 1702668727.8134
MEM 6186.468750 1702668727.9135
MEM 6186.468750 1702668728.0137
MEM 6186.468750 1702668728.1138
MEM 6186.468750 1702668728.2140
MEM 6186.468750 1702668728.3142
MEM 6186.484375 1702668728.4144
MEM 6186.484375 1702668728.5146
MEM 6113.695312 1702668728.6147
MEM 6113.695312 1702668728.7149
MEM 6113.695312 1702668728.8151
MEM 6113.695312 1702668728.9152
MEM 6115.476562 1702668729.0155
MEM 6115.476562 1702668729.1157
MEM 6115.476562 1702668729.2159
MEM 6115.476562 1702668729.3161
MEM 6115.476562 1702668729.4162
MEM 6115.753906 1702668729.5164
MEM 6115.757812 1702668729.6166
MEM 6115.757812 1702668729.7168
MEM 6115.757812 1702668729.8170
MEM 6115.757812 1702668729.9172
MEM 6115.757812 1702668730.0174
MEM 6117.281250 1702668730.1176
MEM 6119.859375 1702668730.2178
MEM 6119.859375 1702668730.3180
MEM 6119.859375 1702668730.4181
MEM 6119.859375 1702668730.5183
MEM 6120.132812 1702668730.6185
MEM 6119.968750 1702668730.7187
MEM 6119.968750 1702668730.8189
MEM 6119.968750 1702668730.9191
MEM 6119.968750 1702668731.0193
MEM 6119.968750 1702668731.1195
MEM 6120.003906 1702668731.2196
MEM 6142.804688 1702668731.3199
MEM 6142.804688 1702668731.4201
MEM 6142.804688 1702668731.5202
MEM 6142.804688 1702668731.6204
MEM 6142.804688 1702668731.7206
MEM 6143.085938 1702668731.8208
MEM 6142.859375 1702668731.9209
MEM 6142.859375 1702668732.0211
MEM 6142.859375 1702668732.1213
MEM 6142.859375 1702668732.2214
MEM 6142.859375 1702668732.3217
MEM 6142.894531 1702668732.4218
MEM 6142.894531 1702668732.5220
MEM 6142.894531 1702668732.6221
MEM 6142.894531 1702668732.7223
MEM 6142.894531 1702668732.8225
MEM 6143.164062 1702668732.9227
MEM 6143.820312 1702668733.0229
MEM 6143.820312 1702668733.1230
MEM 6143.820312 1702668733.2232
MEM 6143.820312 1702668733.3234
MEM 6143.820312 1702668733.4236
MEM 6144.347656 1702668733.5238
MEM 6144.171875 1702668733.6240
MEM 6144.171875 1702668733.7242
MEM 6144.171875 1702668733.8244
MEM 6144.171875 1702668733.9246
MEM 6144.171875 1702668734.0247
MEM 6144.468750 1702668734.1249
MEM 6144.468750 1702668734.2251
MEM 6144.468750 1702668734.3253
MEM 6144.468750 1702668734.4255
MEM 6144.468750 1702668734.5256
MEM 6144.742188 1702668734.6258
MEM 6144.523438 1702668734.7260
MEM 6144.523438 1702668734.8262
MEM 6144.523438 1702668734.9264
MEM 6144.523438 1702668735.0266
MEM 6144.523438 1702668735.1268
MEM 6145.875000 1702668735.2270
MEM 6145.902344 1702668735.3271
MEM 6145.902344 1702668735.4274
MEM 6145.902344 1702668735.5276
MEM 6145.902344 1702668735.6278
MEM 6146.179688 1702668735.7279
MEM 6145.949219 1702668735.8281
MEM 6145.949219 1702668735.9283
MEM 6145.949219 1702668736.0285
MEM 6145.949219 1702668736.1287
MEM 6145.949219 1702668736.2289
MEM 6146.988281 1702668736.3291
MEM 6146.910156 1702668736.4294
MEM 6146.910156 1702668736.5296
MEM 6146.910156 1702668736.6298
MEM 6146.910156 1702668736.7299
MEM 6146.910156 1702668736.8301
MEM 6146.941406 1702668736.9303
MEM 6148.527344 1702668737.0305
MEM 6148.527344 1702668737.1308
MEM 6148.527344 1702668737.2310
MEM 6148.527344 1702668737.3311
MEM 6148.527344 1702668737.4314
MEM 6148.800781 1702668737.5316
MEM 6148.574219 1702668737.6318
MEM 6148.574219 1702668737.7319
MEM 6148.574219 1702668737.8321
MEM 6148.574219 1702668737.9323
MEM 6148.574219 1702668738.0325
MEM 6148.613281 1702668738.1327
MEM 6148.601562 1702668738.2329
MEM 6148.601562 1702668738.3331
MEM 6148.601562 1702668738.4333
MEM 6148.601562 1702668738.5335
MEM 6148.601562 1702668738.6337
MEM 6149.605469 1702668738.7339
MEM 6149.605469 1702668738.8341
MEM 6149.605469 1702668738.9343
MEM 6149.605469 1702668739.0346
MEM 6149.605469 1702668739.1347
MEM 6149.878906 1702668739.2349
MEM 6149.968750 1702668739.3352
MEM 6149.968750 1702668739.4354
MEM 6149.968750 1702668739.5356
MEM 6149.968750 1702668739.6358
MEM 6149.968750 1702668739.7360
MEM 6150.246094 1702668739.8362
MEM 6150.031250 1702668739.9364
MEM 6150.031250 1702668740.0366
MEM 6150.031250 1702668740.1368
MEM 6150.031250 1702668740.2370
MEM 6150.031250 1702668740.3372
MEM 6150.304688 1702668740.4375
MEM 6150.062500 1702668740.5377
MEM 6150.062500 1702668740.6380
MEM 6150.062500 1702668740.7381
MEM 6150.062500 1702668740.8383
MEM 6150.062500 1702668740.9385
MEM 6150.097656 1702668741.0387
MEM 6150.105469 1702668741.1389
MEM 6150.105469 1702668741.2391
MEM 6150.105469 1702668741.3393
MEM 6150.105469 1702668741.4394
MEM 6150.105469 1702668741.5396
MEM 6150.445312 1702668741.6398
MEM 6150.445312 1702668741.7400
MEM 6150.445312 1702668741.8403
MEM 6150.445312 1702668741.9405
MEM 6150.445312 1702668742.0407
MEM 6150.718750 1702668742.1409
MEM 6150.468750 1702668742.2411
MEM 6150.468750 1702668742.3413
MEM 6150.468750 1702668742.4415
MEM 6150.468750 1702668742.5418
MEM 6150.468750 1702668742.6420
MEM 6150.742188 1702668742.7422
MEM 6150.492188 1702668742.8424
MEM 6150.492188 1702668742.9426
MEM 6150.492188 1702668743.0428
MEM 6150.492188 1702668743.1429
MEM 6150.492188 1702668743.2431
MEM 6150.562500 1702668743.3433
MEM 6150.562500 1702668743.4435
MEM 6150.562500 1702668743.5437
MEM 6150.562500 1702668743.6439
MEM 6150.562500 1702668743.7441
MEM 6151.089844 1702668743.8443
MEM 6150.886719 1702668743.9446
MEM 6150.886719 1702668744.0447
MEM 6150.886719 1702668744.1449
MEM 6150.886719 1702668744.2451
MEM 6150.886719 1702668744.3453
MEM 6151.410156 1702668744.4455
MEM 6151.421875 1702668744.5458
MEM 6151.421875 1702668744.6460
MEM 6151.421875 1702668744.7461
MEM 6151.421875 1702668744.8463
MEM 6151.421875 1702668744.9464
MEM 6151.722656 1702668745.0467
MEM 6151.722656 1702668745.1469
MEM 6151.722656 1702668745.2471
MEM 6151.722656 1702668745.3473
MEM 6151.722656 1702668745.4475
MEM 6152.250000 1702668745.5477
MEM 6152.070312 1702668745.6479
MEM 6152.070312 1702668745.7482
MEM 6152.070312 1702668745.8484
MEM 6152.070312 1702668745.9486
MEM 6152.070312 1702668746.0488
MEM 6152.285156 1702668746.1491
MEM 6152.285156 1702668746.2493
MEM 6152.285156 1702668746.3495
MEM 6152.285156 1702668746.4497
MEM 6152.285156 1702668746.5499
MEM 6152.558594 1702668746.6502
MEM 6152.304688 1702668746.7504
MEM 6152.304688 1702668746.8506
MEM 6152.304688 1702668746.9508
MEM 6152.304688 1702668747.0510
MEM 6152.304688 1702668747.1512
MEM 6152.320312 1702668747.2514
MEM 6152.320312 1702668747.3516
MEM 6152.320312 1702668747.4518
MEM 6152.320312 1702668747.5520
MEM 6152.320312 1702668747.6522
MEM 6152.597656 1702668747.7524
MEM 6152.343750 1702668747.8526
MEM 6152.343750 1702668747.9528
MEM 6152.343750 1702668748.0530
MEM 6152.343750 1702668748.1531
MEM 6153.648438 1702668748.2533
MEM 6153.507812 1702668748.3535
MEM 6153.507812 1702668748.4538
MEM 6153.507812 1702668748.5540
MEM 6153.507812 1702668748.6542
MEM 6153.507812 1702668748.7543
MEM 6153.699219 1702668748.8545
MEM 6155.285156 1702668748.9547
MEM 6155.285156 1702668749.0549
MEM 6155.285156 1702668749.1551
MEM 6155.285156 1702668749.2553
MEM 6155.285156 1702668749.3555
MEM 6155.562500 1702668749.4556
MEM 6155.320312 1702668749.5558
MEM 6155.320312 1702668749.6560
MEM 6155.320312 1702668749.7562
MEM 6155.320312 1702668749.8563
MEM 6155.589844 1702668749.9565
MEM 6155.750000 1702668750.0567
MEM 6155.750000 1702668750.1568
MEM 6155.750000 1702668750.2570
MEM 6155.750000 1702668750.3571
MEM 6155.750000 1702668750.4573
MEM 6155.785156 1702668750.5575
MEM 6155.785156 1702668750.6577
MEM 6155.785156 1702668750.7579
MEM 6155.785156 1702668750.8581
MEM 6155.785156 1702668750.9584
MEM 6156.058594 1702668751.0586
MEM 6155.804688 1702668751.1588
MEM 6155.804688 1702668751.2590
MEM 6155.804688 1702668751.3592
MEM 6155.804688 1702668751.4594
MEM 6155.804688 1702668751.5596
MEM 6157.902344 1702668751.6598
MEM 6158.183594 1702668751.7600
MEM 6158.183594 1702668751.8602
MEM 6158.437500 1702668751.9604
MEM 6158.437500 1702668752.0605
MEM 6158.437500 1702668752.1607
MEM 6159.410156 1702668752.2609
MEM 6159.410156 1702668752.3611
MEM 6159.410156 1702668752.4613
MEM 6159.664062 1702668752.5615
MEM 6159.664062 1702668752.6617
MEM 6159.937500 1702668752.7619
MEM 6159.683594 1702668752.8621
MEM 6159.683594 1702668752.9622
MEM 6159.683594 1702668753.0624
MEM 6159.683594 1702668753.1626
MEM 6159.683594 1702668753.2628
MEM 6160.222656 1702668753.3630
MEM 6160.222656 1702668753.4632
MEM 6160.222656 1702668753.5634
MEM 6160.222656 1702668753.6636
MEM 6160.222656 1702668753.7637
MEM 6160.777344 1702668753.8639
MEM 6160.777344 1702668753.9640
MEM 6160.777344 1702668754.0642
MEM 6160.777344 1702668754.1644
MEM 6160.777344 1702668754.2645
MEM 6161.304688 1702668754.3647
MEM 6161.156250 1702668754.4649
MEM 6161.156250 1702668754.5651
MEM 6161.156250 1702668754.6653
MEM 6161.156250 1702668754.7655
MEM 6161.433594 1702668754.8657
MEM 6161.195312 1702668754.9659
MEM 6161.195312 1702668755.0661
MEM 6161.195312 1702668755.1662
MEM 6161.195312 1702668755.2664
MEM 6161.195312 1702668755.3666
MEM 6161.468750 1702668755.4668
MEM 6161.468750 1702668755.5670
MEM 6161.468750 1702668755.6671
MEM 6161.468750 1702668755.7673
MEM 6161.468750 1702668755.8676
MEM 6161.742188 1702668755.9678
MEM 6161.714844 1702668756.0680
MEM 6161.714844 1702668756.1682
MEM 6161.714844 1702668756.2683
MEM 6161.714844 1702668756.3685
MEM 6161.992188 1702668756.4687
MEM 6161.882812 1702668756.5688
MEM 6161.882812 1702668756.6690
MEM 6161.882812 1702668756.7692
MEM 6161.882812 1702668756.8694
MEM 6161.882812 1702668756.9695
MEM 6161.929688 1702668757.0697
MEM 6161.929688 1702668757.1699
MEM 6161.929688 1702668757.2701
MEM 6161.929688 1702668757.3703
MEM 6161.929688 1702668757.4704
MEM 6162.199219 1702668757.5706
MEM 6161.972656 1702668757.6708
MEM 6161.972656 1702668757.7710
MEM 6161.972656 1702668757.8712
MEM 6161.972656 1702668757.9714
MEM 6162.250000 1702668758.0716
MEM 6162.019531 1702668758.1718
MEM 6162.019531 1702668758.2720
MEM 6162.019531 1702668758.3722
MEM 6162.019531 1702668758.4723
MEM 6162.019531 1702668758.5725
MEM 6162.292969 1702668758.6726
MEM 6162.257812 1702668758.7729
MEM 6162.257812 1702668758.8730
MEM 6162.257812 1702668758.9732
MEM 6162.257812 1702668759.0734
MEM 6162.257812 1702668759.1735
MEM 6162.269531 1702668759.2738
MEM 6162.523438 1702668759.3740
MEM 6162.523438 1702668759.4742
MEM 6162.523438 1702668759.5744
MEM 6162.523438 1702668759.6746
MEM 6162.804688 1702668759.7748
MEM 6162.625000 1702668759.8751
MEM 6162.625000 1702668759.9753
MEM 6162.625000 1702668760.0755
MEM 6162.625000 1702668760.1757
MEM 6162.625000 1702668760.2758
MEM 6162.800781 1702668760.3760
MEM 6162.800781 1702668760.4762
MEM 6162.800781 1702668760.5763
MEM 6162.800781 1702668760.6765
MEM 6162.800781 1702668760.7767
MEM 6163.078125 1702668760.8768
MEM 6162.828125 1702668760.9770
MEM 6162.828125 1702668761.0772
MEM 6162.828125 1702668761.1774
MEM 6162.828125 1702668761.2776
MEM 6162.828125 1702668761.3778
MEM 6163.097656 1702668761.4779
MEM 6162.882812 1702668761.5782
MEM 6162.882812 1702668761.6784
MEM 6162.882812 1702668761.7785
MEM 6162.882812 1702668761.8787
MEM 6162.882812 1702668761.9788
MEM 6163.304688 1702668762.0791
MEM 6163.304688 1702668762.1793
MEM 6163.304688 1702668762.2795
MEM 6163.304688 1702668762.3797
MEM 6163.304688 1702668762.4798
MEM 6163.574219 1702668762.5800
MEM 6163.328125 1702668762.6803
MEM 6163.328125 1702668762.7805
MEM 6163.328125 1702668762.8806
MEM 6163.328125 1702668762.9808
MEM 6163.328125 1702668763.0810
MEM 6163.343750 1702668763.1812
MEM 6163.343750 1702668763.2814
MEM 6163.343750 1702668763.3816
MEM 6163.343750 1702668763.4817
MEM 6163.343750 1702668763.5819
MEM 6163.617188 1702668763.6821
MEM 6163.398438 1702668763.7823
MEM 6163.398438 1702668763.8825
MEM 6163.398438 1702668763.9826
MEM 6163.398438 1702668764.0828
MEM 6163.398438 1702668764.1830
MEM 6163.425781 1702668764.2832
MEM 6163.425781 1702668764.3833
MEM 6163.425781 1702668764.4835
MEM 6163.425781 1702668764.5837
MEM 6163.425781 1702668764.6838
MEM 6163.695312 1702668764.7840
MEM 6163.441406 1702668764.8842
MEM 6163.441406 1702668764.9844
MEM 6163.441406 1702668765.0845
MEM 6163.441406 1702668765.1847
MEM 6163.441406 1702668765.2849
MEM 6163.714844 1702668765.3851
MEM 6163.457031 1702668765.4853
MEM 6163.457031 1702668765.5854
MEM 6163.457031 1702668765.6857
MEM 6163.457031 1702668765.7859
MEM 6163.457031 1702668765.8860
MEM 6163.484375 1702668765.9862
MEM 6163.484375 1702668766.0864
MEM 6163.484375 1702668766.1866
MEM 6163.484375 1702668766.2867
MEM 6163.484375 1702668766.3869
MEM 6163.757812 1702668766.4871
MEM 6163.511719 1702668766.5873
MEM 6163.511719 1702668766.6875
MEM 6163.511719 1702668766.7877
MEM 6163.511719 1702668766.8878
MEM 6163.511719 1702668766.9880
MEM 6163.546875 1702668767.0882
MEM 6163.546875 1702668767.1884
MEM 6163.546875 1702668767.2886
MEM 6163.546875 1702668767.3887
MEM 6163.546875 1702668767.4889
MEM 6163.828125 1702668767.5890
MEM 6163.578125 1702668767.6892
MEM 6163.578125 1702668767.7895
MEM 6163.578125 1702668767.8897
MEM 6163.578125 1702668767.9898
MEM 6163.578125 1702668768.0901
MEM 6163.851562 1702668768.1903
MEM 6163.644531 1702668768.2905
MEM 6163.644531 1702668768.3907
MEM 6163.644531 1702668768.4909
MEM 6163.644531 1702668768.5911
