CMDLINE /home/mdzaja/installations/miniconda3/envs/mt/bin/python hp_opt.py
MEM 4895.164062 1702668362.7763
MEM 4895.550781 1702668362.8765
MEM 4895.980469 1702668362.9767
MEM 4896.359375 1702668363.0768
MEM 4897.242188 1702668363.1770
MEM 4898.789062 1702668363.2771
MEM 4900.164062 1702668363.3773
MEM 4900.542969 1702668363.4774
MEM 4900.949219 1702668363.5776
MEM 4901.335938 1702668363.6778
MEM 4902.207031 1702668363.7779
MEM 4903.234375 1702668363.8780
MEM 4905.039062 1702668363.9782
MEM 4905.554688 1702668364.0784
MEM 4906.468750 1702668364.1786
MEM 4907.007812 1702668364.2788
MEM 4907.824219 1702668364.3789
MEM 4908.664062 1702668364.4791
MEM 4909.183594 1702668364.5792
MEM 4910.027344 1702668364.6794
MEM 4910.859375 1702668364.7795
MEM 4911.566406 1702668364.8797
MEM 4912.234375 1702668364.9798
MEM 4913.082031 1702668365.0799
MEM 4913.785156 1702668365.1801
MEM 4914.441406 1702668365.2802
MEM 4915.281250 1702668365.3804
MEM 4915.804688 1702668365.4805
MEM 4916.382812 1702668365.5807
MEM 4916.976562 1702668365.6808
MEM 4917.230469 1702668365.7810
MEM 4919.976562 1702668365.8811
MEM 4920.074219 1702668365.9813
MEM 4920.093750 1702668366.0814
MEM 4920.812500 1702668366.1816
MEM 4921.375000 1702668366.2817
MEM 4921.886719 1702668366.3819
MEM 4922.968750 1702668366.4821
MEM 4922.988281 1702668366.5822
MEM 4923.929688 1702668366.6824
MEM 4924.519531 1702668366.7825
MEM 4925.031250 1702668366.8827
MEM 4925.304688 1702668366.9829
MEM 4926.148438 1702668367.0830
MEM 4926.402344 1702668367.1831
MEM 4927.101562 1702668367.2833
MEM 4927.910156 1702668367.3835
MEM 4928.437500 1702668367.4837
MEM 4929.257812 1702668367.5839
MEM 4929.511719 1702668367.6841
MEM 4930.230469 1702668367.7842
MEM 4931.054688 1702668367.8844
MEM 4931.312500 1702668367.9846
MEM 4932.414062 1702668368.0847
MEM 4932.433594 1702668368.1849
MEM 4933.406250 1702668368.2851
MEM 4933.968750 1702668368.3852
MEM 4934.480469 1702668368.4854
MEM 4935.113281 1702668368.5855
MEM 4935.570312 1702668368.6857
MEM 4936.542969 1702668368.7858
MEM 4937.109375 1702668368.8859
MEM 4937.363281 1702668368.9861
MEM 4937.894531 1702668369.0862
MEM 4938.726562 1702668369.1864
MEM 4938.851562 1702668369.2865
MEM 4939.109375 1702668369.3866
MEM 4939.703125 1702668369.4868
MEM 4940.109375 1702668369.5871
MEM 4940.515625 1702668369.6873
MEM 4940.835938 1702668369.7875
MEM 4942.378906 1702668369.8876
MEM 4944.433594 1702668369.9878
MEM 4944.765625 1702668370.0879
MEM 4945.164062 1702668370.1881
MEM 4945.531250 1702668370.2882
MEM 4945.886719 1702668370.3884
MEM 4947.429688 1702668370.4886
MEM 4949.234375 1702668370.5888
MEM 4949.789062 1702668370.6889
MEM 4950.179688 1702668370.7891
MEM 4950.542969 1702668370.8892
MEM 4950.949219 1702668370.9894
MEM 4952.265625 1702668371.0895
MEM 4954.328125 1702668371.1897
MEM 4954.726562 1702668371.2898
MEM 4955.105469 1702668371.3900
MEM 4955.519531 1702668371.4901
MEM 4955.902344 1702668371.5903
MEM 4956.781250 1702668371.6905
MEM 4958.328125 1702668371.7906
MEM 4960.039062 1702668371.8908
MEM 4960.441406 1702668371.9909
MEM 4960.835938 1702668372.0911
MEM 4961.207031 1702668372.1912
MEM 4961.949219 1702668372.2913
MEM 4962.980469 1702668372.3915
MEM 4965.089844 1702668372.4916
MEM 4965.476562 1702668372.5918
MEM 4965.882812 1702668372.6920
MEM 4966.257812 1702668372.7921
MEM 4966.984375 1702668372.8923
MEM 4968.015625 1702668372.9924
MEM 4968.015625 1702668373.0926
MEM 4968.015625 1702668373.1927
MEM 4968.015625 1702668373.2929
MEM 4968.160156 1702668373.3930
MEM 4968.167969 1702668373.4932
MEM 4968.175781 1702668373.5934
MEM 4968.175781 1702668373.6935
MEM 4968.175781 1702668373.7937
MEM 4968.175781 1702668373.8938
MEM 4968.687500 1702668373.9940
MEM 4970.750000 1702668374.0942
MEM 4987.507812 1702668374.1943
MEM 4987.507812 1702668374.2945
MEM 4990.859375 1702668374.3946
MEM 4995.929688 1702668374.4948
MEM 5001.082031 1702668374.5950
