CMDLINE /home/mdzaja/installations/miniconda3/envs/mt/bin/python hp_opt.py
MEM 3511.273438 1702668220.1415
MEM 3511.304688 1702668220.2416
MEM 3511.386719 1702668220.3418
MEM 3511.386719 1702668220.4420
MEM 3511.625000 1702668220.5421
MEM 3511.625000 1702668220.6423
MEM 3511.808594 1702668220.7424
MEM 3511.925781 1702668220.8426
MEM 3511.925781 1702668220.9428
MEM 3512.167969 1702668221.0430
MEM 3512.355469 1702668221.1431
MEM 3434.523438 1702668221.2433
MEM 3434.777344 1702668221.3435
MEM 3435.898438 1702668221.4436
MEM 3436.078125 1702668221.5438
MEM 3436.988281 1702668221.6439
MEM 3437.503906 1702668221.7441
MEM 3438.015625 1702668221.8443
MEM 3439.105469 1702668221.9444
MEM 3439.105469 1702668222.0446
MEM 3440.070312 1702668222.1448
MEM 3440.843750 1702668222.2449
MEM 3441.101562 1702668222.3451
MEM 3442.167969 1702668222.4453
MEM 3442.421875 1702668222.5455
MEM 3443.394531 1702668222.6457
MEM 3443.992188 1702668222.7459
MEM 3444.761719 1702668222.8461
MEM 3445.460938 1702668222.9463
MEM 3445.714844 1702668223.0464
MEM 3446.363281 1702668223.1466
MEM 3446.621094 1702668223.2467
MEM 3472.660156 1702668223.3469
MEM 3475.613281 1702668223.4470
MEM 3476.898438 1702668223.5473
MEM 3493.316406 1702668223.6475
MEM 3493.316406 1702668223.7477
MEM 3494.738281 1702668223.8478
MEM 3496.902344 1702668223.9480
MEM 3498.449219 1702668224.0482
MEM 3498.472656 1702668224.1484
MEM 3498.726562 1702668224.2486
MEM 3498.757812 1702668224.3488
MEM 3498.757812 1702668224.4489
MEM 3500.136719 1702668224.5492
MEM 3500.660156 1702668224.6493
MEM 3502.222656 1702668224.7495
MEM 3502.089844 1702668224.8497
MEM 3502.089844 1702668224.9498
MEM 3503.941406 1702668225.0500
MEM 3503.941406 1702668225.1501
MEM 3505.500000 1702668225.2502
MEM 3505.316406 1702668225.3504
MEM 3506.871094 1702668225.4506
MEM 3506.679688 1702668225.5507
MEM 3508.226562 1702668225.6509
MEM 3508.046875 1702668225.7511
MEM 3508.312500 1702668225.8513
MEM 3508.054688 1702668225.9515
MEM 3508.054688 1702668226.0516
MEM 3509.914062 1702668226.1518
MEM 3509.914062 1702668226.2520
MEM 3511.761719 1702668226.3521
MEM 3511.761719 1702668226.4523
MEM 3513.312500 1702668226.5525
MEM 3513.121094 1702668226.6526
MEM 3513.390625 1702668226.7528
MEM 3513.148438 1702668226.8530
MEM 3514.699219 1702668226.9531
MEM 3514.531250 1702668227.0533
MEM 3516.078125 1702668227.1535
MEM 3515.898438 1702668227.2537
MEM 3515.898438 1702668227.3538
MEM 3515.925781 1702668227.4540
MEM 3515.925781 1702668227.5541
MEM 3516.187500 1702668227.6543
MEM 3515.933594 1702668227.7545
MEM 3517.480469 1702668227.8547
MEM 3517.300781 1702668227.9549
MEM 3518.847656 1702668228.0551
MEM 3518.679688 1702668228.1553
MEM 3518.953125 1702668228.2554
MEM 3518.699219 1702668228.3556
MEM 3518.964844 1702668228.4558
MEM 3520.062500 1702668228.5559
MEM 3520.062500 1702668228.6561
MEM 3520.621094 1702668228.7563
MEM 3520.621094 1702668228.8564
MEM 3521.652344 1702668228.9566
MEM 3521.441406 1702668229.0568
MEM 3521.703125 1702668229.1569
MEM 3521.449219 1702668229.2571
MEM 3523.003906 1702668229.3572
MEM 3522.804688 1702668229.4575
MEM 3524.359375 1702668229.5577
MEM 3524.175781 1702668229.6579
MEM 3524.175781 1702668229.7580
MEM 3525.554688 1702668229.8582
MEM 3525.808594 1702668229.9584
MEM 3527.871094 1702668230.0585
MEM 3527.882812 1702668230.1587
MEM 3529.433594 1702668230.2589
MEM 3529.273438 1702668230.3591
MEM 3529.535156 1702668230.4593
MEM 3529.289062 1702668230.5595
MEM 3529.554688 1702668230.6597
MEM 3529.332031 1702668230.7599
MEM 3529.597656 1702668230.8600
MEM 3530.703125 1702668230.9602
MEM 3530.703125 1702668231.0604
MEM 3532.054688 1702668231.1605
MEM 3532.054688 1702668231.2607
MEM 3532.320312 1702668231.3609
MEM 3532.066406 1702668231.4610
MEM 3534.136719 1702668231.5612
MEM 3533.925781 1702668231.6614
MEM 3534.195312 1702668231.7616
MEM 3533.941406 1702668231.8618
MEM 3535.496094 1702668231.9619
MEM 3535.300781 1702668232.0621
MEM 3535.300781 1702668232.1623
MEM 3535.796875 1702668232.2624
MEM 3535.796875 1702668232.3626
MEM 3536.066406 1702668232.4628
MEM 3535.820312 1702668232.5630
MEM 3536.605469 1702668232.6632
MEM 3536.355469 1702668232.7635
MEM 3536.621094 1702668232.8637
MEM 3536.378906 1702668232.9639
MEM 3536.640625 1702668233.0641
MEM 3537.757812 1702668233.1643
MEM 3537.757812 1702668233.2644
MEM 3537.781250 1702668233.3646
MEM 3537.781250 1702668233.4648
MEM 3539.332031 1702668233.5649
MEM 3539.136719 1702668233.6652
MEM 3540.175781 1702668233.7653
MEM 3540.085938 1702668233.8655
MEM 3541.636719 1702668233.9657
MEM 3541.441406 1702668234.0659
MEM 3541.710938 1702668234.1661
MEM 3541.941406 1702668234.2663
MEM 3541.941406 1702668234.3665
MEM 3541.953125 1702668234.4667
MEM 3541.953125 1702668234.5669
MEM 3542.996094 1702668234.6671
MEM 3542.980469 1702668234.7673
MEM 3543.253906 1702668234.8674
MEM 3543.007812 1702668234.9676
MEM 3544.554688 1702668235.0678
MEM 3544.363281 1702668235.1679
MEM 3546.441406 1702668235.2681
MEM 3546.214844 1702668235.3683
MEM 3546.476562 1702668235.4684
MEM 3549.605469 1702668235.5686
MEM 3550.121094 1702668235.6688
MEM 3550.343750 1702668235.7689
MEM 3550.546875 1702668235.8691
MEM 3550.656250 1702668235.9692
MEM 3550.656250 1702668236.0694
MEM 3550.855469 1702668236.1696
MEM 3550.878906 1702668236.2697
MEM 3551.066406 1702668236.3699
MEM 3551.187500 1702668236.4701
MEM 3551.187500 1702668236.5703
MEM 3512.117188 1702668236.6705
MEM 3512.949219 1702668236.7706
MEM 3513.203125 1702668236.8708
MEM 3513.843750 1702668236.9710
MEM 3514.628906 1702668237.0711
MEM 3515.136719 1702668237.1713
MEM 3515.957031 1702668237.2715
MEM 3516.210938 1702668237.3716
MEM 3516.890625 1702668237.4718
MEM 3516.890625 1702668237.5720
MEM 3517.339844 1702668237.6722
MEM 3517.851562 1702668237.7724
MEM 3518.835938 1702668237.8726
MEM 3518.871094 1702668237.9727
MEM 3519.804688 1702668238.0729
MEM 3520.347656 1702668238.1730
MEM 3520.859375 1702668238.2732
MEM 3521.105469 1702668238.3734
MEM 3521.917969 1702668238.4736
MEM 3522.894531 1702668238.5737
MEM 3523.464844 1702668238.6739
MEM 3523.718750 1702668238.7741
MEM 3524.226562 1702668238.8743
MEM 3525.054688 1702668238.9744
MEM 3525.308594 1702668239.0746
MEM 3525.824219 1702668239.1748
MEM 3528.144531 1702668239.2749
MEM 3552.378906 1702668239.3751
MEM 3555.996094 1702668239.4752
MEM 3559.601562 1702668239.5754
MEM 3564.722656 1702668239.6756
MEM 3565.234375 1702668239.7758
MEM 3565.957031 1702668239.8759
MEM 3565.957031 1702668239.9761
MEM 3567.500000 1702668240.0762
MEM 3567.500000 1702668240.1764
MEM 3570.972656 1702668240.2766
MEM 3571.019531 1702668240.3768
MEM 3571.242188 1702668240.4769
MEM 3571.347656 1702668240.5771
MEM 3571.347656 1702668240.6772
MEM 3571.589844 1702668240.7774
MEM 3571.593750 1702668240.8776
MEM 3571.777344 1702668240.9777
MEM 3525.003906 1702668241.0779
MEM 3525.257812 1702668241.1780
MEM 3526.433594 1702668241.2781
MEM 3526.496094 1702668241.3783
MEM 3527.250000 1702668241.4784
MEM 3527.562500 1702668241.5786
MEM 3527.816406 1702668241.6787
MEM 3528.683594 1702668241.7789
MEM 3528.941406 1702668241.8790
MEM 3529.558594 1702668241.9792
MEM 3530.195312 1702668242.0793
MEM 3530.453125 1702668242.1795
MEM 3538.703125 1702668242.2797
MEM 3543.167969 1702668242.3798
MEM 3544.226562 1702668242.4800
MEM 3544.695312 1702668242.5801
MEM 3543.437500 1702668242.6804
MEM 3544.488281 1702668242.7806
MEM 3544.492188 1702668242.8807
MEM 3545.500000 1702668242.9809
MEM 3546.039062 1702668243.0811
MEM 3546.550781 1702668243.1813
MEM 3547.593750 1702668243.2815
MEM 3547.609375 1702668243.3817
MEM 3548.906250 1702668243.4818
MEM 3549.523438 1702668243.5820
MEM 3549.789062 1702668243.6821
MEM 3550.363281 1702668243.7823
MEM 3551.171875 1702668243.8824
MEM 3551.683594 1702668243.9826
MEM 3552.574219 1702668244.0827
MEM 3553.207031 1702668244.1829
MEM 3553.722656 1702668244.2830
MEM 3554.257812 1702668244.3832
MEM 3554.582031 1702668244.4834
MEM 3555.546875 1702668244.5835
MEM 3556.058594 1702668244.6837
MEM 3556.570312 1702668244.7839
MEM 3557.207031 1702668244.8840
MEM 3557.664062 1702668244.9842
MEM 3558.621094 1702668245.0843
MEM 3559.160156 1702668245.1845
MEM 3559.414062 1702668245.2847
MEM 3559.941406 1702668245.3848
MEM 3560.789062 1702668245.4850
MEM 3561.042969 1702668245.5852
MEM 3561.753906 1702668245.6853
MEM 3562.558594 1702668245.7855
MEM 3563.074219 1702668245.8857
MEM 3563.914062 1702668245.9859
MEM 3564.175781 1702668246.0860
MEM 3564.898438 1702668246.1863
MEM 3565.468750 1702668246.2865
MEM 3565.980469 1702668246.3866
MEM 3566.257812 1702668246.4868
MEM 3567.082031 1702668246.5869
MEM 3567.335938 1702668246.6871
MEM 3567.847656 1702668246.7872
MEM 3568.242188 1702668246.8874
MEM 3568.648438 1702668246.9875
MEM 3569.027344 1702668247.0877
MEM 3569.546875 1702668247.1878
MEM 3570.835938 1702668247.2880
MEM 3572.878906 1702668247.3881
MEM 3573.226562 1702668247.4883
MEM 3573.648438 1702668247.5885
MEM 3574.019531 1702668247.6886
MEM 3574.320312 1702668247.7888
MEM 3575.816406 1702668247.8890
MEM 3577.875000 1702668247.9892
MEM 3578.304688 1702668248.0894
MEM 3578.679688 1702668248.1896
MEM 3579.054688 1702668248.2897
MEM 3579.421875 1702668248.3899
MEM 3580.964844 1702668248.4900
MEM 3582.769531 1702668248.5902
MEM 3583.285156 1702668248.6903
MEM 3584.031250 1702668248.7905
MEM 3584.417969 1702668248.8906
MEM 3584.800781 1702668248.9908
MEM 3586.351562 1702668249.0909
MEM 3588.156250 1702668249.1911
MEM 3588.671875 1702668249.2912
MEM 3589.058594 1702668249.3914
MEM 3589.437500 1702668249.4916
MEM 3589.851562 1702668249.5917
MEM 3591.039062 1702668249.6919
MEM 3593.359375 1702668249.7920
MEM 3593.652344 1702668249.8922
MEM 3594.039062 1702668249.9924
MEM 3594.449219 1702668250.0925
MEM 3594.863281 1702668250.1927
MEM 3596.207031 1702668250.2928
MEM 3598.269531 1702668250.3930
MEM 3598.609375 1702668250.4931
MEM 3599.277344 1702668250.5933
MEM 3600.082031 1702668250.6934
MEM 3600.949219 1702668250.7936
MEM 3601.468750 1702668250.8937
MEM 3602.296875 1702668250.9939
MEM 3603.179688 1702668251.0940
MEM 3603.703125 1702668251.1942
MEM 3604.515625 1702668251.2943
MEM 3605.375000 1702668251.3945
MEM 3605.898438 1702668251.4947
MEM 3606.726562 1702668251.5948
MEM 3607.550781 1702668251.6950
MEM 3608.105469 1702668251.7952
MEM 3608.683594 1702668251.8953
MEM 3609.199219 1702668251.9955
MEM 3609.457031 1702668252.0957
MEM 3611.960938 1702668252.1959
MEM 3611.996094 1702668252.2961
MEM 3612.652344 1702668252.3963
MEM 3613.207031 1702668252.4965
MEM 3613.718750 1702668252.5966
MEM 3614.593750 1702668252.6968
MEM 3614.785156 1702668252.7970
MEM 3615.769531 1702668252.8972
MEM 3616.335938 1702668252.9973
MEM 3616.589844 1702668253.0975
MEM 3617.113281 1702668253.1976
MEM 3617.960938 1702668253.2978
MEM 3618.140625 1702668253.3980
MEM 3618.914062 1702668253.4981
MEM 3619.710938 1702668253.5983
MEM 3619.968750 1702668253.6985
MEM 3621.042969 1702668253.7986
MEM 3621.046875 1702668253.8988
MEM 3622.011719 1702668253.9989
MEM 3622.550781 1702668254.0991
MEM 3623.062500 1702668254.1992
MEM 3623.718750 1702668254.2994
MEM 3624.195312 1702668254.3995
MEM 3625.167969 1702668254.4997
MEM 3625.718750 1702668254.5998
MEM 3625.972656 1702668254.7000
MEM 3626.488281 1702668254.8002
MEM 3627.320312 1702668254.9003
MEM 3627.574219 1702668255.0005
MEM 3628.371094 1702668255.1006
MEM 3629.125000 1702668255.2008
MEM 3629.640625 1702668255.3009
MEM 3630.492188 1702668255.4011
MEM 3630.492188 1702668255.5012
MEM 3630.746094 1702668255.6014
MEM 3631.335938 1702668255.7016
MEM 3631.710938 1702668255.8017
MEM 3632.113281 1702668255.9019
MEM 3632.546875 1702668256.0021
MEM 3633.882812 1702668256.1022
MEM 3635.945312 1702668256.2024
MEM 3636.378906 1702668256.3025
MEM 3636.777344 1702668256.4027
MEM 3637.148438 1702668256.5028
MEM 3637.578125 1702668256.6030
MEM 3638.917969 1702668256.7031
MEM 3640.980469 1702668256.8033
MEM 3641.417969 1702668256.9034
MEM 3641.808594 1702668257.0036
MEM 3642.234375 1702668257.1038
MEM 3642.761719 1702668257.2039
MEM 3643.394531 1702668257.3041
MEM 3645.199219 1702668257.4043
MEM 3646.597656 1702668257.5045
MEM 3646.980469 1702668257.6046
MEM 3647.421875 1702668257.7048
MEM 3647.796875 1702668257.8050
MEM 3648.421875 1702668257.9052
MEM 3649.453125 1702668258.0054
MEM 3651.625000 1702668258.1055
MEM 3652.035156 1702668258.2057
MEM 3652.441406 1702668258.3059
MEM 3652.828125 1702668258.4060
MEM 3653.507812 1702668258.5062
MEM 3655.023438 1702668258.6063
MEM 3656.968750 1702668258.7065
MEM 3657.367188 1702668258.8067
MEM 3657.781250 1702668258.9068
MEM 3658.175781 1702668259.0070
MEM 3658.867188 1702668259.1072
MEM 3659.898438 1702668259.2073
MEM 3662.210938 1702668259.3075
MEM 3663.457031 1702668259.4077
MEM 3664.347656 1702668259.5079
MEM 3664.601562 1702668259.6080
MEM 3665.117188 1702668259.7082
MEM 3665.117188 1702668259.8083
MEM 3705.593750 1702668259.9085
MEM 3733.695312 1702668260.0086
MEM 3733.695312 1702668260.1088
MEM 3736.789062 1702668260.2090
MEM 3740.640625 1702668260.3091
MEM 3746.398438 1702668260.4093
MEM 3749.894531 1702668260.5095
MEM 3756.304688 1702668260.6097
MEM 3783.707031 1702668260.7099
MEM 3797.355469 1702668260.8101
MEM 3797.355469 1702668260.9103
MEM 3797.632812 1702668261.0104
MEM 3797.632812 1702668261.1106
MEM 3797.632812 1702668261.2107
MEM 3797.648438 1702668261.3109
MEM 3797.652344 1702668261.4111
MEM 3684.406250 1702668261.5112
MEM 3684.406250 1702668261.6114
MEM 3684.738281 1702668261.7115
MEM 3684.746094 1702668261.8117
MEM 3684.800781 1702668261.9119
MEM 3684.839844 1702668262.0121
MEM 3684.839844 1702668262.1122
MEM 3685.031250 1702668262.2124
MEM 3685.031250 1702668262.3125
MEM 3685.066406 1702668262.4126
MEM 3685.082031 1702668262.5128
MEM 3685.082031 1702668262.6130
MEM 3685.347656 1702668262.7132
MEM 3685.347656 1702668262.8133
MEM 3685.585938 1702668262.9135
MEM 3685.714844 1702668263.0136
MEM 3685.621094 1702668263.1138
MEM 3686.339844 1702668263.2139
MEM 3686.960938 1702668263.3141
MEM 3687.152344 1702668263.4142
MEM 3687.152344 1702668263.5144
MEM 3688.054688 1702668263.6145
MEM 3688.054688 1702668263.7147
MEM 3688.769531 1702668263.8148
MEM 3689.015625 1702668263.9150
MEM 3689.269531 1702668264.0152
MEM 3689.988281 1702668264.1153
MEM 3690.242188 1702668264.2155
MEM 3690.421875 1702668264.3156
MEM 3690.675781 1702668264.4158
MEM 3714.136719 1702668264.5159
MEM 3715.417969 1702668264.6161
MEM 3716.824219 1702668264.7162
MEM 3737.652344 1702668264.8164
MEM 3741.773438 1702668264.9166
MEM 3741.773438 1702668265.0168
MEM 3742.542969 1702668265.1169
MEM 3742.781250 1702668265.2171
MEM 3742.781250 1702668265.3172
MEM 3744.074219 1702668265.4174
MEM 3746.472656 1702668265.5175
MEM 3746.472656 1702668265.6177
MEM 3746.472656 1702668265.7179
MEM 3746.890625 1702668265.8180
MEM 3746.890625 1702668265.9182
MEM 3746.890625 1702668266.0183
MEM 3748.234375 1702668266.1185
MEM 3748.234375 1702668266.2187
MEM 3748.234375 1702668266.3188
MEM 3750.078125 1702668266.4191
MEM 3750.070312 1702668266.5193
MEM 3750.070312 1702668266.6194
MEM 3751.617188 1702668266.7196
MEM 3751.425781 1702668266.8198
MEM 3751.425781 1702668266.9199
MEM 3751.945312 1702668267.0201
MEM 3751.914062 1702668267.1203
MEM 3751.914062 1702668267.2204
MEM 3753.718750 1702668267.3206
MEM 3753.628906 1702668267.4208
MEM 3753.628906 1702668267.5209
MEM 3753.886719 1702668267.6211
MEM 3753.640625 1702668267.7213
MEM 3753.640625 1702668267.8214
MEM 3753.640625 1702668267.9215
MEM 3753.656250 1702668268.0217
MEM 3753.656250 1702668268.1219
MEM 3753.656250 1702668268.2221
MEM 3755.503906 1702668268.3222
MEM 3755.488281 1702668268.4224
MEM 3755.488281 1702668268.5225
MEM 3755.750000 1702668268.6227
MEM 3755.503906 1702668268.7228
MEM 3755.503906 1702668268.8230
MEM 3756.015625 1702668268.9232
MEM 3755.957031 1702668269.0233
MEM 3755.957031 1702668269.1235
MEM 3757.242188 1702668269.2237
MEM 3757.093750 1702668269.3239
MEM 3757.093750 1702668269.4241
MEM 3757.093750 1702668269.5242
MEM 3758.445312 1702668269.6244
MEM 3758.445312 1702668269.7246
MEM 3758.445312 1702668269.8248
MEM 3758.703125 1702668269.9250
MEM 3758.703125 1702668270.0252
MEM 3758.703125 1702668270.1253
MEM 3760.246094 1702668270.2255
MEM 3760.066406 1702668270.3257
MEM 3760.066406 1702668270.4259
MEM 3761.609375 1702668270.5261
MEM 3761.406250 1702668270.6262
MEM 3761.406250 1702668270.7264
MEM 3761.667969 1702668270.8266
MEM 3761.417969 1702668270.9268
MEM 3761.417969 1702668271.0269
MEM 3761.683594 1702668271.1270
