Datetime,Returns,Volatility,Max_Drawdown,Max_Drawup,Volume_Change,ADX,APO,CCI,DX,MFI,RSI,ULTOSC,WILLR,NATR,Alpha,Beta,Index_Returns,Index_Volatility,Correlation,Covariance,Beta_Direct,TF_Max_Drawdown,TF_Max_Drawup,Return_Skewness,Return_Kurtosis,Asset_To_Index_Alpha,Asset_To_Index_Beta,sin_Day_of_Week,cos_Day_of_Week,sin_Day_of_Month,cos_Day_of_Month,sin_Day_of_Year,cos_Day_of_Year,sin_time_of_day,cos_time_of_day
2024-01-04 09:49:00-05:00,-0.0005868615716464465,0.0002783524010116008,-0.0027812781514025,0.0,1057.0,14.457316595561826,-0.717864990234375,-224.53682432849575,36.9423629924729,35.13469226605912,36.756141748983964,39.29634917994189,-96.61094099147563,0.04119822655944135,-2.9061422304590892e-05,-0.04244365001773076,-0.00010672394032862353,0.0002442302668390144,-0.12262123556926731,-8.33604679016824e-09,-0.4458417209967082,-0.014752011250029895,0.0025017049185784845,0.3345653039095004,9.631406325083784,-4.7179905085918205e-06,0.2562324168223109,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.540974471367994,-0.8410390129643924
2024-01-04 09:50:00-05:00,0.0005872061803884332,0.000288288883209782,-0.0021957051547339956,0.0005872061803884332,-657.0,15.100216696516478,-0.74285888671875,-170.02470580288247,32.45851942229203,41.44228310752416,42.01010379662623,43.720647306577476,-70.90953480113636,0.04302173652184982,-2.4964751413830653e-05,-0.02733381830112483,0.0005334812910351427,0.0002538937074381306,-0.03737978218316003,-2.736003190374782e-09,-0.46048209198538287,-0.014173467541820695,0.0030903801155566235,0.33738004108557484,9.573179351855863,-4.454602752218642e-06,0.26031292057640854,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.5372996083468238,-0.8433914458128857
2024-01-04 09:51:00-05:00,0.00024451073110198784,0.0002904299272548195,-0.0019517312971046863,0.0008318604897028514,-427.0,15.527497770001315,-0.7857186453682061,-105.67263616555176,27.06408675409189,43.67937581751293,44.01948342725899,46.287197250498316,-59.61547490492511,0.043570313510586295,-1.6229570149173353e-05,-0.0006983861424971621,0.00021329175369944053,0.00025531162476697826,-0.024028658573544855,-1.7817283157445507e-09,-0.529618497024827,-0.013932422375629527,0.003335646477760079,0.33555055161067765,9.562901184279259,-4.300379981759852e-06,0.2610194858501064,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.5336145159156117,-0.8457278217039732
2024-01-04 09:52:00-05:00,0.0004400236644761524,0.0002963905556411345,-0.0015125664405858386,0.0012722501924800067,50.0,15.686153173893757,-0.725006103515625,-42.5495353822972,19.9698490789897,46.63744033283297,47.420469996589595,50.971338645391796,-42.307150570449316,0.04391555049089578,-2.6916397082707662e-05,0.009600299025274801,0.00023452534549384119,0.0002569681888456019,-0.0006054950764681149,-4.6116287767249e-11,-0.5678799273338838,-0.013498529306702034,0.0037771379056228405,0.3350363210274958,9.525191745973927,-4.079064705050083e-06,0.2625412263202442,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.5299192642332049,-0.848048096156426
2024-01-04 09:53:00-05:00,-0.0002443434433216929,0.0002929336329261769,-0.001756540298215148,0.0010275958831655885,12.0,15.804005244005994,-0.7107151576451542,-35.123563828619794,18.98601113703643,49.020299070892015,45.816843718916076,48.52706441380317,-50.0,0.043579418314871284,-1.9662189938939288e-05,0.012073454871653101,-0.0001491788365390878,0.00025781122031283475,0.008449233986382011,6.380994782651522e-10,-0.6083143878895093,-0.013739574472893201,0.003531871543419385,0.3365584418551649,9.518836491485402,-4.236596053034363e-06,0.2630200946182866,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.5262139236518698,-0.8503522249955627
2024-01-04 09:54:00-05:00,4.886869857823051e-05,0.0002891568850898926,-0.001707757439475266,0.0010765147990172697,-95.0,16.012863862984013,-0.7035696847096915,-44.60035016743602,21.6520465753905,48.56708470744666,46.194142229126776,48.80215984723023,-48.00048828125,0.043417350401953284,-1.7214000709938122e-05,0.011657051580447239,0.00021316301114215896,0.0002591366007816767,0.010819988098013046,8.10753959600514e-10,-0.6710439016605403,-0.013691377209438471,0.003580912839963535,0.3362530372550039,9.518044634066527,-4.2399041682408756e-06,0.263009203711497,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.5224985647159489,-0.8526401643540922
2024-01-04 09:55:00-05:00,-4.8866310545236935e-05,0.0002882645627716711,-0.001756540298215148,0.0010275958831655885,170.0,16.177475259557777,-0.6749965122769481,-32.163807223984655,20.62198296704947,51.31310582541001,45.8629523430576,48.00927789884724,-47.917196480341794,0.04291638932078095,-4.169090969327613e-06,0.010372508769187737,-1.0603835752132085e-05,0.00025914960601291316,0.01047967983056565,7.828703118504365e-10,-0.7455662265477914,-0.013739574472893201,0.003531871543419385,0.3362563751664884,9.518034264303179,-4.2388882285841896e-06,0.26301669861281435,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.5187732581605218,-0.8549118706729464
2024-01-04 09:56:00-05:00,0.0004888063232635353,0.00029320773575209654,-0.0012685925829564182,0.001516904501794647,-28.0,15.925926975782,-0.6607099260604627,28.76086501515488,9.134123313835952,54.0708789201911,49.61036629203027,49.08512873261778,-27.08407507247851,0.044504318743233774,1.7475041599912049e-06,-0.008869804534202172,1.0864167782287382e-05,0.00025914390725568554,0.009167467712256442,6.965716834159199e-10,-0.7468531408468431,-0.013257484140510978,0.004022404267826296,0.3373592441408408,9.472850324377719,-4.039559597859246e-06,0.2631296144480064,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.5150380749100544,-0.8571673007021122
2024-01-04 09:57:00-05:00,0.00024428375418805715,0.00029467610034596603,-0.0010246187253271088,0.0017615588111090652,273.0,15.62025512023781,-0.6392778669085146,80.0462243764263,7.367115020544654,56.7771275874892,51.356300869899826,49.17610727706777,-16.66751436854687,0.044474239617713136,-4.015486575922423e-06,-0.002692825711077842,-0.00029866378693454987,0.0002622581586000248,-0.007894018556479263,-6.100593173337734e-10,-0.7089306383274969,-0.01301643897431981,0.004267670630029752,0.3362127669278334,9.458818216094297,-3.8983915003509045e-06,0.261527976329594,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.5112930860770525,-0.8594064115014525
2024-01-04 09:58:00-05:00,-9.772541269759127e-05,0.00029320824945197924,-0.0011222440067368833,0.0016636612493496905,-393.0,15.353076932996089,-0.6214163643971915,67.46893741802569,8.13926587746968,54.49327867474397,50.628363645507434,49.0434526061498,-19.149654563399306,0.04411143296402527,-7.208403423350052e-06,-0.01132043305409293,-0.00023459041911899625,0.00026413001293992523,-0.0024257710730899553,-1.878640802320453e-10,-0.6828201504189851,-0.013112892350146788,0.004169528157458524,0.33673689849314786,9.457150917855547,-3.914478231507865e-06,0.2616521263418397,0.43388373911755823,-0.900968867902419,0.7247927872291199,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.5075383629607044,-0.8616291604415256
